CNTYVTD,VTDKEY,AbbottR_18G_Governor,ValdezD_18G_Governor,TippettsL_18G_Governor
"1410048",3361,227,611,19
"1410049",3362,281,396,22
"1410050",3363,384,759,27
"1410051",3364,443,553,19
"1410052",3365,311,658,27
"1410053",3366,406,868,33
"1410054",3367,252,574,14
"1410055",3368,465,681,23
"1410056",3369,481,599,33
"1410057",3370,237,437,17
"1410058",3371,297,459,14
"1410059",3372,323,784,23
"1410060",3373,638,592,28
"1410061",3374,315,434,16
"1410062",3375,148,366,16
"1410063",3376,240,769,29
"1410064",3377,249,816,19
"1410065",3378,81,92,6
"1410066",3379,247,678,28
"1410067",3380,270,689,17
"1410068",3381,75,210,10
"1410069",3382,427,1314,32
"1410070",3383,265,912,24
"1410071",3384,218,761,18
"1410072",3385,144,461,11
"1410073",3386,112,428,11
"1410074",3387,162,705,20
"1410075",3388,241,578,23
"1410076",3389,146,441,14
"1410077",3390,232,816,24
"1410078",3391,126,451,9
"1410079",3392,45,213,4
"1410080",3393,90,507,11
"1410081",3394,37,113,2
"1410082",3395,158,703,13
"1410083",3396,92,432,15
"1410084",3397,166,730,16
"1410085",3398,109,510,9
"1410086",3399,29,44,4
"1410087",3400,0,3,0
"1410088",3401,138,123,9
"1410089",3402,341,980,33
"1410090",3403,396,651,17
"1410091",3404,155,329,15
"1410092",3405,647,962,21
"1410093",3406,257,502,18
"1410094",3407,419,862,21
"1410095",3408,543,904,32
"1410096",3409,694,966,21
"1410097",3410,338,663,21
"1410098",3411,481,665,19
"1410099",3412,174,407,7
"1410100",3413,479,1020,34
"1410101",3414,527,800,23
"1410102",3415,330,803,23
"1410103",3416,485,579,14
"1410104",3417,558,875,33
"1410105",3418,469,928,19
"1410106",3419,435,961,23
"1410107",3420,377,708,19
"1410108",3421,513,597,18
"1410109",3422,363,588,22
"1410110",3423,551,1028,27
"1410111",3424,125,368,11
"1410112",3425,458,1543,41
"1410113",3426,336,819,26
"1410114",3427,473,1350,26
"1410115",3428,312,643,18
"1410116",3429,487,1147,24
"1410117",3430,442,1058,21
"1410118",3431,386,791,13
"1410119",3432,334,709,18
"1410120",3433,386,1037,18
"1410121",3434,272,716,11
"1410122",3435,458,1232,23
"1410123",3436,337,1017,22
"1410124",3437,293,933,27
"1410125",3438,479,1173,26
"1410126",3439,771,1403,44
"1410127",3440,23,48,3
"1410128",3441,197,374,10
"1410129",3442,471,960,31
"1410130",3443,518,1194,28
"1410131",3444,347,779,21
"1410132",3445,33,129,4
"1410133",3446,220,857,16
"1410134",3447,158,385,5
"1410135",3448,174,787,21
"1410136",3449,128,599,12
"1410137",3450,138,681,5
"1410138",3451,159,717,11
"1410139",3452,243,716,13
"1410140",3453,109,593,7
"1410141",3454,112,427,13
"1410142",3455,86,402,5
"1410143",3456,194,881,11
"1410144",3457,222,862,18
"1410145",3458,192,812,19
"1410146",3459,93,457,7
"1410147",3460,152,483,10
"1410148",3461,212,792,16
"1410149",3462,235,874,23
"1410150",3463,136,578,12
"1410151",3464,142,733,9
"1410152",3465,107,631,13
"1410153",3466,210,869,7
"1410154",3467,164,744,12
"1410155",3468,73,337,8
"1410156",3469,129,565,12
"1410157",3470,40,192,4
"1410158",3471,428,715,18
"1410159",3472,104,548,7
"1410160",3473,188,695,14
"1410161",3474,90,308,9
"1410162",3475,243,1037,20
"1410163",3476,248,763,14
"1410164",3477,297,1063,13
"1410165",3478,219,1084,14
"1410166",3479,444,647,33
"1410167",3480,204,1017,22
"1410168",3481,36,88,0
"1410169",3482,179,672,13
"1410170",3483,447,723,22
"1410171",3484,115,522,9
"1410172",3485,345,1033,21
"1410173",3486,161,382,6
"1410174",3487,9,14,0
"1410175",3488,31,92,3
"1410176",3489,246,321,10
"1410177",3490,138,171,6
"1410178",3491,244,322,10
"1410179",3492,23,213,2
"1410180",3493,99,523,4
"1410181",3494,348,593,25
"1410182",3495,173,470,11
"1410183",3496,0,0,0
"1410184",3497,0,0,0
"1410185",3498,181,186,6
"1410186",3499,146,241,11
"1410187",3500,0,0,0
"1410188",3501,22,28,1
"1410189",3502,9,19,1
"1410190",3503,9,37,1
"1410191",3504,84,158,4
"1410192",3505,647,1046,34
"1410193",3506,129,232,8
"1410194",3507,309,399,15
"1410195",3508,305,601,17
"1410196",3509,400,829,20
"1410197",3510,472,1093,22
"1410198",3511,625,1173,36
"1410199",3512,349,607,14
"1410200",3513,5,5,0
"1410201",3514,432,721,20
"1410202",3515,353,590,15
"1410203",3516,272,454,13
"1410204",3517,0,1,0
"1410205",3518,194,694,11
"1410206",3519,60,212,5
"1410207",3520,131,569,11
"1410208",3521,116,445,5
"1410209a",3522,24,35,2
"1410209b",3523,0,0,0
"1410210",3524,0,0,0
"1410211a",3525,26,51,4
"1410211b",3526,0,0,0
"1410212",3527,18,32,1
"1410213",3528,18,65,1
"1410214",3529,0,0,0
"1410215",3530,444,868,36
"1410216",3531,0,6,0
"1410217",3532,25,89,1
"1410218",3533,12,41,2
"1410219",3534,86,401,5
"1410220",3535,84,385,6
"1410221",3536,18,27,2
"1430010",3537,407,136,12
"1430011",3538,168,74,4
"1430012",3539,620,125,13
"1430018",3540,949,123,12
"1430019",3541,644,92,14
"1430020",3542,542,105,6
"1430021",3543,578,119,7
"1430023",3544,212,48,2
"1430024",3545,763,167,12
"1430025",3546,394,44,6
"1430030",3547,357,37,2
"1430031",3548,634,86,1
"1430032",3549,690,143,16
"1430033",3550,282,135,13
"1430034",3551,617,77,3
"1430035",3552,31,35,2
"1430041",3553,398,47,1
"1430044",3554,1066,126,13
"1430045",3555,608,231,18
"1430046",3556,267,93,6
"1430047",3557,129,30,4
"1450101",3558,160,100,4
"1450102",3559,298,133,3
"1450103",3560,362,48,1
"1450201",3561,280,49,3
"1450202",3562,118,254,1
"1450203",3563,118,223,6
"1450301",3564,329,61,3
"1450302",3565,455,121,5
"1450303",3566,315,24,2
"1450401",3567,254,56,2
"1450402",3568,378,119,6
"1450403",3569,277,98,3
"1470001",3570,533,128,13
"1470002",3571,610,65,7
"1470003",3572,231,89,3
"1470004",3573,582,185,10
"1470005",3574,266,45,7
"1470006",3575,338,54,7
"1470007",3576,216,46,7
"1470009",3577,451,72,4
"1470010",3578,1111,198,17
"1470011",3579,1087,173,11
"1470012",3580,598,68,6
"1470013",3581,209,43,1
"1470015",3582,423,48,6
"1470016",3583,164,31,1
"1470017",3584,302,67,7
"1470018",3585,1029,243,16
"1470019",3586,706,212,8
"1490110",3587,552,72,4
"1490112",3588,517,123,11
"1490204",3589,828,134,4
"1490207",3590,1058,198,11
"1490315",3591,350,52,5
"1490316",3592,995,224,11
"1490422",3593,401,64,3
"1490423",3594,448,77,2
"1490425",3595,1120,267,18
"149101n",3596,831,281,21
"149201e",3597,602,106,8
"149301w",3598,873,179,10
"1510001",3599,277,62,4
"1510004",3600,295,66,6
"1510010a",3601,286,79,2
"1510010b",3602,0,0,0
"1510012",3603,303,103,5
"1530001",3604,474,73,4
"1530002",3605,446,77,1
"1530003",3606,206,93,5
"1530004",3607,322,169,7
"1550101",3608,65,21,0
"1550201",3609,118,27,1
"1550301",3610,71,20,3
"1550401",3611,77,33,0
"1571004",3612,1680,833,53
"1571005",3613,665,164,14
"1571006",3614,3227,1275,74
"1571008",3615,440,98,10
"1571013",3616,855,640,22
"1571014",3617,2129,848,41
"1571019",3618,484,129,5
"1571038",3619,1922,1208,54
"1571041",3620,938,303,19
"1571054",3621,125,83,2
"1571057",3622,1720,978,29
"1571063",3623,1586,447,35
"1571103",3624,2231,960,44
"1571104",3625,2135,796,40
"1571122",3626,1794,700,62
"1571130",3627,1643,1012,45
"1571132",3628,1720,1092,48
"1571133",3629,1625,688,44
"1571142",3630,1451,953,45
"1571143",3631,3108,2118,63
"1571144",3632,1790,870,37
"1571145",3633,861,583,20
"1571146",3634,1332,968,30
"1571148a",3635,3115,1406,65
"1571148b",3636,0,0,0
"1571149",3637,2641,539,27
"1571156",3638,1228,357,20
"1571159",3639,577,445,12
"1571160",3640,450,397,13
"1571165",3641,1122,278,23
"1572003",3642,210,930,17
"1572007",3643,563,317,6
"1572009",3644,1708,686,40
"1572010",3645,1620,359,17
"1572017",3646,135,1223,21
"1572018",3647,905,172,15
"1572021",3648,423,52,7
"1572023",3649,159,983,19
"1572028",3650,795,706,28
"1572030",3651,1082,732,33
"1572031",3652,143,1294,16
"1572033",3653,202,467,10
"1572034",3654,235,1892,29
"1572036",3655,60,519,10
"1572050",3656,184,1601,20
"1572051",3657,108,1201,26
"1572052",3658,116,1192,18
"1572055",3659,58,495,8
"1572056",3660,101,258,6
"1572058",3661,133,291,8
"1572059",3662,168,1126,18
"1572061",3663,1187,1146,37
"1572068",3664,245,24,3
"1572070",3665,350,436,13
"1572075",3666,119,922,14
"1572077",3667,184,932,14
"1572081",3668,215,499,9
"1572085",3669,922,780,27
"1572087",3670,868,411,18
"1572088",3671,242,493,11
"1572089",3672,69,720,14
"1572090",3673,287,206,12
"1572091",3674,157,256,8
"1572094",3675,1,4,0
"1572097",3676,1767,1273,46
"1572108",3677,891,2225,45
"1572109",3678,298,239,8
"1572114",3679,266,1973,36
"1572115",3680,268,672,17
"1572116",3681,133,1108,12
"1572118",3682,2180,1374,69
"1572120",3683,1471,585,35
"1572123",3684,87,876,14
"1572128",3685,1567,641,28
"1572134",3686,619,1377,22
"1572136",3687,70,119,5
"1572151",3688,575,914,21
"1572152",3689,2045,1981,59
"1572153",3690,141,1096,15
"1572161",3691,293,65,3
"1572171",3692,666,663,21
"1573011",3693,641,382,10
"1573016",3694,936,1105,33
"1573020",3695,1364,577,26
"1573022",3696,1212,836,52
"1573027",3697,14,6,0
"1573029",3698,917,340,22
"1573035",3699,519,507,22
"1573042",3700,503,172,12
"1573043",3701,112,297,0
"1573044",3702,1085,1217,30
"1573045",3703,511,561,14
"1573046",3704,1011,919,30
"1573047",3705,270,253,6
"1573049",3706,785,1269,27
"1573053",3707,0,0,0
"1573060",3708,444,1278,19
"1573062",3709,1107,1185,34
"1573064",3710,1106,726,30
"1573065a",3711,1463,1537,41
"1573065b",3712,0,0,0
"1573071",3713,111,150,5
"1573078",3714,92,242,2
"1573079",3715,151,110,4
"1573080",3716,409,379,11
"1573084",3717,557,427,19
"1573086",3718,439,808,19
"1573092",3719,214,289,6
"1573093",3720,71,160,0
"1573096",3721,425,863,10
"1573098",3722,532,796,17
"1573102",3723,624,822,25
"1573105",3724,143,136,1
"1573107",3725,896,463,14
"1573110",3726,821,703,21
"1573111",3727,463,348,16
"1573112",3728,32,108,0
"1573119",3729,1425,689,38
"1573121",3730,179,229,13
"1573125",3731,848,1374,32
"1573126",3732,188,264,7
"1573127a",3733,855,915,29
"1573127b",3734,4,2,0
"1573129",3735,1930,1821,42
"1573131a",3736,399,368,5
"1573131b",3737,0,0,0
"1573135",3738,1827,2176,55
"1573137",3739,86,163,5
"1573138",3740,61,180,0
"1573139",3741,203,383,9
"1573140",3742,1186,790,35
"1573147",3743,573,1167,16
"1573155",3744,392,937,10
"1573157",3745,268,267,9
"1573158",3746,443,867,9
"1573166",3747,29,27,1
"1573168",3748,144,140,6
"1573169",3749,126,188,3
"1573172",3750,281,550,11
"1573174",3751,372,523,19
"1573175",3752,220,458,10
"1574001",3753,873,419,15
"1574002",3754,276,720,13
"1574012",3755,581,522,12
"1574015",3756,555,161,7
"1574024",3757,154,40,1
"1574025",3758,1214,774,30
"1574026",3759,1053,868,22
"1574032",3760,205,401,11
"1574037",3761,749,532,11
"1574039",3762,209,340,6
"1574040",3763,183,705,7
"1574048",3764,272,504,7
"1574066",3765,510,1719,35
"1574067",3766,641,1027,27
"1574069",3767,891,1233,34
"1574072",3768,46,14,0
"1574073a",3769,479,200,8
"1574073b",3770,0,0,0
"1574074",3771,871,1093,32
"1574076",3772,589,952,28
"1574082",3773,2225,1350,45
"1574083",3774,919,1637,37
"1574095",3775,898,772,28
"1574099",3776,639,1178,17
"1574100",3777,432,879,16
"1574101",3778,435,1263,19
"1574106",3779,583,1550,21
"1574113",3780,534,2144,20
"1574117",3781,257,367,9
"1574124",3782,754,1113,24
"1574141",3783,1080,479,20
"1574150",3784,1071,2150,47
"1574154",3785,715,782,21
"1574162",3786,256,78,3
"1574163",3787,254,411,11
"1574164",3788,273,446,9
"1574167",3789,1,7,0
"1574170",3790,28,57,1
"1574173",3791,258,364,13
"1590101",3792,587,92,14
"1590102",3793,270,26,5
"1590201",3794,325,37,3
"1590202",3795,402,107,10
"1590301",3796,378,49,9
"1590302",3797,342,70,5
"1590401",3798,648,88,8
"1590402",3799,407,68,5
"1610001",3800,1248,231,11
"1610002",3801,721,160,9
"1610003",3802,82,5,0
"1610004a",3803,196,24,2
"1610004b",3804,20,3,0
"1610005a",3805,687,185,8
"1610005b",3806,322,92,4
"1610006a",3807,278,30,1
"1610006b",3808,12,1,0
"1610006c",3809,0,0,0
"1610007a",3810,281,69,3
"1610007b",3811,25,5,0
"1610008",3812,289,49,3
"1610009a",3813,97,20,0
"1610009b",3814,89,19,1
"1610009c",3815,3,0,0
"1610010",3816,203,12,5
"1610011a",3817,144,90,5
"1610011b",3818,108,66,2
"1610011c",3819,0,0,0
"1610013",3820,387,66,6
"1610015",3821,144,16,0
"1630001",3822,241,275,10
"1630002",3823,122,243,4
"1630003",3824,65,189,3
"1630004",3825,283,202,10
"1630005",3826,226,59,2
"1630006",3827,189,71,5
"1630008",3828,215,272,5
"1630009",3829,215,266,5
"1630010",3830,288,162,7
"1650002",3831,715,90,7
"1650003",3832,1052,92,27
"1650004",3833,636,100,9
"1650005",3834,125,11,1
"1650006",3835,81,21,2
"1650008",3836,479,136,4
"1650009",3837,217,25,3
"1670137",3838,1086,425,27
"1670142",3839,866,921,25
"1670143",3840,336,473,11
"1670144",3841,885,367,23
"1670146",3842,955,585,22
"1670148",3843,1154,667,32
"1670150",3844,826,434,18
"1670151",3845,1261,349,27
"1670152",3846,713,256,17
"1670159",3847,1283,687,35
"1670165",3848,840,320,19
"1670166",3849,1165,508,27
"1670167",3850,1292,470,28
"1670168",3851,0,0,0
"1670172",3852,237,56,2
"1670173",3853,393,161,12
"1670185",3854,1040,376,25
"1670191",3855,1423,510,36
"1670193",3856,1049,424,37
"1670196",3857,55,387,5
"1670197",3858,281,120,5
"1670202",3859,316,462,20
"1670203",3860,518,129,9
"1670204",3861,501,100,8
"1670206",3862,933,1241,68
"1670211",3863,225,458,23
"1670214",3864,523,1401,55
"1670215",3865,708,1220,40
"1670216",3866,362,739,22
"1670218",3867,933,945,44
"1670221",3868,1019,330,17
"1670223",3869,850,804,35
"1670224",3870,982,829,46
"1670225",3871,1493,347,20
"1670226",3872,927,368,16
"1670227",3873,1413,271,25
"1670230",3874,456,763,24
"1670245",3875,45,291,4
"1670274",3876,434,120,10
"1670275",3877,202,66,5
"1670276",3878,760,521,35
"1670277",3879,1169,191,13
"1670278",3880,1707,284,24
"1670333",3881,1255,515,37
"1670340",3882,34,253,4
"1670341",3883,280,268,9
"1670353",3884,1560,668,43
"1670354",3885,1591,824,55
"1670355",3886,992,461,25
"1670356",3887,1796,445,37
"1670357",3888,2129,585,52
"1670363",3889,1263,495,31
"1670364",3890,1278,457,40
"1670370",3891,1243,461,35
"1670371",3892,851,489,37
"1670384",3893,384,156,9
"1670386",3894,830,326,25
"1670387",3895,1159,480,29
"1670388",3896,1569,673,56
"1670389",3897,110,190,3
"1670390",3898,1545,638,48
"1670392",3899,252,139,4
"1670398",3900,109,134,1
"1670399",3901,59,70,1
"1670401",3902,509,198,14
"1670412",3903,8,31,0
"1670419",3904,676,559,16
"1670420",3905,901,494,22
"1670422",3906,394,215,12
"1670428",3907,1630,259,30
"1670429",3908,618,339,14
"1670431",3909,367,1009,17
"1670432",3910,558,490,14
"1670434",3911,116,486,2
"1670435",3912,278,385,8
"1670436",3913,203,1279,16
"1670438",3914,714,1206,31
"1670439",3915,1335,553,32
"1670458",3916,659,106,7
"1670460",3917,1694,405,42
"1670461",3918,1841,467,39
"1670462",3919,1408,369,31
"1670479",3920,581,96,9
"1670480",3921,156,101,5
"1670481",3922,92,22,1
"1670482",3923,98,8,2
"1670483",3924,1197,628,38
"1670492",3925,948,220,16
"1670495",3926,966,252,20
"1672301",3927,0,0,0
"1672321",3928,0,0,0
"1672323",3929,240,32,2
"1674191",3930,0,0,0
"1674322",3931,0,0,0
"1674391",3932,12,2,0
"1674801",3933,0,0,0
"1690001",3934,275,39,3
"1690002",3935,347,37,4
"1690003",3936,206,43,2
"1690004",3937,122,39,2
"1690005",3938,61,12,1
"1690006",3939,67,16,1
"1710001",3940,967,205,11
"1710002",3941,665,146,13
"1710003",3942,662,144,13
"1710004",3943,1616,343,22
"1710005",3944,1148,170,17
"1710006",3945,433,76,5
"1710007",3946,1396,264,21
"1710008",3947,214,37,4
"1710009",3948,129,20,0
"1710010",3949,462,103,7
"1710012",3950,1164,229,25
"1710013",3951,978,186,17
"1710015",3952,517,107,9
"1730001",3953,155,5,0
"1730002",3954,105,14,0
"1730003",3955,131,6,1
"1730004",3956,124,11,1
"1750011",3957,295,179,5
"1750012",3958,225,26,3
"1750021",3959,390,189,12
"1750022",3960,88,44,2
"1750031",3961,287,68,11
"1750032",3962,370,31,6
"1750041",3963,190,29,4
"1750042",3964,347,31,3
"1750043",3965,205,20,2
"1770001",3966,1067,247,12
"1770002",3967,546,209,8
"1770003",3968,537,156,5
"1770005",3969,295,58,6
"1770007",3970,224,30,4
"1770008",3971,170,26,1
"1770009",3972,317,206,6
"1770010",3973,229,42,2
"1770011",3974,134,14,1
"1770012",3975,79,18,2
"1770013",3976,165,28,1
"1770014",3977,55,7,2
"1770015",3978,189,16,0
"17704/6",3979,387,113,2
"1790001",3980,193,10,0
"1790002",3981,1082,103,15
"1790003",3982,83,2,0
"1790004",3983,378,36,1
"1790005",3984,1414,150,20
"1790006",3985,1447,135,11
"1790007",3986,733,115,20
"1810101",3987,416,322,10
"1810102",3988,320,628,22
"1810103",3989,451,388,10
"1810104",3990,568,107,7
"1810105",3991,426,92,13
"1810106",3992,1177,242,28
"1810107",3993,954,132,19
"1810108",3994,1015,180,14
"1810109",3995,1880,394,37
"1810201",3996,1134,487,28
"1810202",3997,1292,473,22
"1810203",3998,235,203,5
"1810204",3999,45,7,0
"1810205",4000,1761,365,23
"1810206",4001,522,262,10
"1810207",4002,439,76,7
"1810208",4003,612,182,13
"1810209",4004,709,120,20
"1810210",4005,976,143,9
"1810301",4006,918,420,19
"1810302",4007,1133,582,19
"1810303",4008,208,34,1
"1810304",4009,1162,528,34
"1810305",4010,689,130,8
"1810306",4011,1874,268,25
"1810307",4012,962,135,19
"1810308",4013,570,62,9
"1810309",4014,431,81,8
"1810310",4015,113,18,2
"1810401",4016,356,357,8
"1810402",4017,925,362,13
"1810403",4018,1627,362,23
"1810404",4019,1904,412,36
"1810405",4020,187,87,4
"1810406",4021,1363,191,21
"1810407",4022,38,36,0
"1810408",4023,408,120,8
"1810409",4024,981,340,21
"1810410",4025,1065,325,23
"1810411",4026,92,26,2
"1810412",4027,624,178,8
"1830001",4028,726,230,15
"1830002",4029,1626,493,28
"1830003",4030,848,274,12
"1830004",4031,1668,390,18
"1830005",4032,1637,391,26
"1830006",4033,1185,180,22
"1830007",4034,1363,291,20
"1830008",4035,1792,538,32
"1830009",4036,1844,554,33
"1830010",4037,1252,600,28
"1830011",4038,1777,499,23
"1830012",4039,2150,261,28
"1830013",4040,1057,308,15
"1830014",4041,1952,331,18
"1830015",4042,384,208,9
"1830016",4043,1761,310,17
"1830017",4044,175,183,2
"1830018",4045,871,943,9
"1830019",4046,263,1247,14
"1830020",4047,279,866,6
"1830021",4048,948,918,33
"1850001",4049,885,144,7
"1850002",4050,481,51,5
"1850003",4051,272,460,8
"1850004",4052,515,96,5
"1850005",4053,573,167,9
"1850006",4054,624,291,18
"1850007",4055,563,105,8
"1850008",4056,323,62,3
"1850009",4057,180,34,4
"1850010",4058,809,99,15
"1850012",4059,451,121,8
"1850014",4060,490,116,4
"1850015",4061,508,109,8
"1870102",4062,430,147,9
"1870103",4063,349,98,7
"1870104",4064,308,197,10
"1870105",4065,1195,291,21
"1870106",4066,1392,477,26
"1870107",4067,587,110,9
"1870109",4068,260,47,5
"1870110",4069,90,58,2
"1870112",4070,80,131,4
"1870113",4071,410,158,10
"1870114",4072,308,135,5
"1870115",4073,151,21,3
"1870116",4074,1028,288,16
"1870117",4075,612,215,15
"1870119",4076,867,214,13
"1870120",4077,574,133,9
"1870123",4078,0,1,0
"1870124",4079,2,0,0
"1870125",4080,94,15,0
"1870126",4081,12,2,0
"1870127",4082,11,4,0
"1870128",4083,1224,434,28
"1870129",4084,985,397,19
"1870201",4085,125,83,2
"1870202",4086,144,297,10
"1870203",4087,56,118,0
"1870204",4088,284,328,7
"1870205",4089,497,158,6
"1870206",4090,391,553,16
"1870207",4091,161,232,6
"1870208",4092,1477,365,36
"1870209",4093,101,213,1
"1870210",4094,280,189,10
"1870211",4095,42,36,2
"1870212",4096,50,41,2
"1870213",4097,863,334,29
"1870214",4098,285,84,2
"1870215",4099,407,127,5
"1870216",4100,29,7,1
"1870217",4101,32,33,0
"1870218",4102,16,21,0
"1870219",4103,28,22,1
"1870220",4104,25,17,1
"1870221",4105,12,4,0
"1870222",4106,0,0,0
"1870223",4107,79,77,3
"1870224",4108,13,47,0
"1870225",4109,1,10,0
"1870226",4110,104,52,2
"1870227",4111,276,80,10
"1870228",4112,282,143,4
"1870229",4113,35,26,2
"1870230",4114,24,18,1
"1870231",4115,65,23,3
"1870232",4116,20,7,0
"1870303",4117,555,239,11
"1870304",4118,1491,798,32
"1870305",4119,1424,924,40
"1870306",4120,1545,827,31
"1870307",4121,1533,955,43
"1870308",4122,873,378,25
"1870309",4123,1273,679,36
"1870310",4124,565,322,18
"1870311",4125,829,455,23
"1870401",4126,713,173,18
"1870404",4127,1015,615,27
"1870405",4128,918,177,12
"1870406",4129,646,94,11
"1870407",4130,885,176,13
"1870408",4131,636,254,13
"1870409",4132,624,571,15
"1870410",4133,58,20,4
"1870412",4134,719,679,21
"1870413",4135,397,62,7
"1870414",4136,1069,636,30
"1870415",4137,1343,913,51
"1890101",4138,131,35,7
"1890102",4139,36,13,2
"1890103",4140,73,82,1
"1890104",4141,128,86,3
"1890105",4142,79,38,4
"1890108",4143,32,13,0
"1890110",4144,194,19,3
"1890111",4145,226,72,4
"1890112",4146,313,35,3
"1890202",4147,38,51,0
"1890203",4148,68,71,1
"1890204",4149,140,115,4
"1890205",4150,42,45,1
"1890206",4151,12,10,0
"1890213",4152,91,25,1
"1890214",4153,313,131,16
"1890215",4154,125,38,1
"1890304",4155,349,102,5
"1890305",4156,541,83,2
"1890306",4157,13,18,0
"1890307",4158,73,33,2
"1890316",4159,378,138,11
"1890317",4160,69,13,1
"1890318",4161,468,75,16
"1890406",4162,132,83,2
"1890407",4163,592,118,9
"1890408",4164,312,64,7
"1890409",4165,256,87,6
"1890419",4166,104,10,0
"1890420",4167,204,24,2
"1910101",4168,148,43,0
"1910201",4169,40,6,0
"1910202",4170,194,31,2
"1910301",4171,56,12,0
"1910302",4172,128,19,1
"1910401",4173,160,13,2
"1910402",4174,89,18,2
"1930001",4175,464,70,4
