CNTYVTD,VTDKEY,BidenD_20G_President,TrumpR_20G_President,JorgensenL_20G_President,HawkinsG_20G_President,Write-InW_20G_President
"4392169",8092,427,166,6,1,0
"4392171",8093,915,1064,38,8,3
"4392173",8094,300,511,9,2,0
"4392174",8095,1007,955,25,5,2
"4392180",8096,797,236,5,3,1
"4392181",8097,972,1014,23,7,3
"4392190",8098,116,94,3,1,0
"4392205",8099,768,1026,34,8,6
"4392210",8100,383,188,6,1,0
"4392217",8101,1236,685,22,8,1
"4392219",8102,899,989,19,3,0
"4392220",8103,908,1118,22,3,1
"4392221",8104,696,644,15,5,0
"4392223",8105,487,966,17,5,1
"4392224",8106,893,394,13,7,1
"4392225",8107,762,234,13,4,1
"4392226",8108,818,439,15,8,0
"4392228",8109,824,1067,20,3,0
"4392229",8110,770,774,20,6,0
"4392235",8111,1117,636,8,7,0
"4392246",8112,416,510,19,1,1
"4392258",8113,154,324,3,2,0
"4392262",8114,212,526,10,2,0
"4392263",8115,808,463,18,3,1
"4392266",8116,963,1281,26,6,0
"4392267",8117,938,413,11,9,0
"4392268",8118,525,404,12,1,1
"4392269",8119,180,130,2,2,0
"4392274",8120,0,2,0,0,0
"4392275",8121,395,285,5,6,0
"4392280",8122,569,533,14,1,1
"4392281",8123,583,525,9,3,2
"4392299",8124,918,412,9,8,2
"4392302",8125,801,215,4,4,1
"4392303",8126,764,876,22,6,0
"4392304",8127,724,1045,21,0,1
"4392305",8128,659,717,15,11,1
"4392306",8129,592,896,21,5,1
"4392307",8130,1390,1428,38,8,3
"4392308",8131,1170,1288,32,7,0
"4392309",8132,561,348,11,5,0
"4392310",8133,630,691,18,5,0
"4392313",8134,703,1039,21,3,0
"4392314",8135,1030,1424,34,8,2
"4392315",8136,875,342,16,5,1
"4392316",8137,804,519,19,5,0
"4392317",8138,450,529,17,5,1
"4392318",8139,560,754,13,5,0
"4392319",8140,703,1070,25,2,2
"4392320",8141,810,431,6,3,2
"4392341",8142,243,75,3,1,0
"4392349",8143,814,486,10,0,0
"4392353",8144,555,295,9,2,0
"4392354",8145,631,359,14,4,0
"4392355",8146,519,672,14,5,2
"4392356",8147,1178,1085,24,9,2
"4392357",8148,1004,1447,29,5,2
"4392358",8149,790,1043,16,6,1
"4392360",8150,903,1730,27,8,1
"4392379",8151,1863,765,15,11,1
"4392381",8152,294,95,2,1,0
"4392383",8153,1046,560,23,5,0
"4392393",8154,146,99,0,0,0
"4392401",8155,94,110,1,0,2
"4392402",8156,7,10,0,0,0
"4392403",8157,12,1,0,0,0
"4392405",8158,2175,912,27,6,0
"4392411",8159,253,68,0,2,0
"4392413",8160,359,135,5,1,0
"4392419",8161,0,0,0,0,0
"4392425",8162,1258,936,28,9,0
"4392426",8163,711,1097,16,5,0
"4392428",8164,238,89,3,0,0
"4392435",8165,1153,1115,19,5,0
"4392438",8166,1282,525,16,6,2
"4392442",8167,1453,1025,29,3,0
"4392448",8168,1356,675,26,8,2
"4392449",8169,674,361,13,3,0
"4392450",8170,1141,624,8,5,1
"4392451",8171,73,25,0,0,0
"4392453",8172,1326,532,15,4,0
"4392461",8173,1034,314,18,8,0
"4392462",8174,807,376,12,8,0
"4392464",8175,165,197,5,0,0
"4392466",8176,582,266,10,3,0
"4392467",8177,1257,549,11,7,1
"4392468",8178,874,948,21,7,2
"4392474",8179,127,244,5,0,0
"4392484",8180,1850,938,16,10,0
"4392488",8181,1165,618,9,6,0
"4392505",8182,474,699,11,2,0
"4392506",8183,1500,1855,46,6,1
"4392513",8184,0,0,0,0,0
"4392519",8185,541,252,6,4,0
"4392520",8186,757,716,23,2,0
"4392521",8187,419,550,19,2,0
"4392522",8188,1206,1416,29,4,2
"4392523",8189,1399,706,19,6,1
"4392524",8190,524,1378,15,5,1
"4392525",8191,1595,564,23,8,1
"4392535",8192,1003,1437,28,5,1
"4392536",8193,821,555,13,6,0
"4392537",8194,728,253,12,4,0
"4392541",8195,1128,513,11,9,0
"4392546",8196,24,13,0,0,0
"4392548",8197,436,842,18,1,0
"4392553",8198,641,358,10,8,0
"4392556",8199,600,819,18,5,0
"4392557",8200,718,282,11,3,0
"4392561",8201,0,0,0,0,0
"4392569",8202,34,12,0,1,0
"4392571",8203,0,0,0,0,0
"4392581",8204,1062,647,8,11,1
"4392600",8205,0,0,0,0,0
"4392601",8206,0,0,0,0,0
"4392606",8207,9,4,1,0,0
"4392609",8208,0,0,0,0,0
"4392612",8209,0,0,0,0,0
"4392613",8210,1528,552,16,5,0
"4392614",8211,169,88,1,0,0
"4392616",8212,40,22,0,0,0
"4392618",8213,27,7,1,0,0
"4392635",8214,891,364,9,4,0
"4392636",8215,752,1017,26,9,1
"4392643",8216,1801,1047,37,3,2
"4392644",8217,1871,739,21,9,1
"4392645",8218,650,1030,18,4,2
"4392655",8219,458,268,15,6,1
"4392656",8220,44,19,0,0,0
"4392657",8221,16,4,0,0,0
"4392658",8222,207,86,2,1,0
"4392659",8223,7,5,0,0,0
"4392660",8224,71,94,3,2,0
"4392670",8225,51,36,0,0,0
"4392673",8226,0,0,0,0,0
"4392675",8227,0,0,0,0,0
"4392680",8228,0,0,0,0,0
"4392681",8229,0,0,0,0,0
"4392697",8230,1330,856,16,3,0
"4392699",8231,1865,938,18,6,2
"4392708",8232,857,502,14,2,0
"4392712",8233,1212,1018,23,6,0
"4392721",8234,685,1028,17,3,0
"4392726",8235,1079,593,6,4,0
"4392727",8236,234,244,5,0,0
"4392731",8237,874,364,9,4,0
"4392741",8238,72,43,0,0,0
"4392742",8239,209,128,4,0,0
"4392743",8240,4,1,0,0,0
"4392744",8241,105,44,2,0,0
"4392745",8242,71,68,2,1,1
"4392746",8243,498,345,16,7,5
"4392748",8244,0,0,0,0,0
"4392751",8245,0,0,0,0,0
"4392755",8246,0,0,0,0,0
"4392775",8247,0,0,0,0,0
"4392827a",8248,0,0,0,0,0
"4392827b",8249,0,0,0,0,0
"4393032",8250,380,618,19,7,0
"4393035",8251,1159,1837,41,13,2
"4393036",8252,746,726,22,5,0
"4393037",8253,849,1363,24,5,2
"4393038",8254,1194,1241,43,13,2
"4393039",8255,484,1000,19,2,0
"4393040",8256,794,1606,37,7,1
"4393041",8257,1413,1810,54,12,3
"4393043",8258,739,1835,44,3,0
"4393049",8259,743,1711,22,4,2
"4393054",8260,1038,1657,36,7,0
"4393063",8261,473,925,18,2,0
"4393072",8262,608,1500,31,6,2
"4393114",8263,850,1338,35,6,1
"4393131",8264,449,830,13,4,1
"4393139",8265,430,523,18,6,0
"4393140",8266,468,859,21,6,0
"4393152",8267,6,26,1,0,0
"4393156",8268,432,904,18,3,0
"4393157",8269,767,860,29,8,0
"4393160",8270,902,845,13,2,1
"4393164",8271,550,828,19,3,1
"4393166",8272,879,824,31,8,0
"4393172",8273,791,1042,32,11,1
"4393176",8274,1091,1395,37,13,1
"4393177",8275,586,1365,29,4,0
"4393183",8276,1392,1385,34,11,1
"4393185",8277,2,2,0,0,0
"4393187",8278,464,690,23,3,0
"4393192",8279,233,595,5,1,0
"4393193",8280,844,1793,21,3,1
"4393194",8281,587,882,20,10,1
"4393196",8282,621,1116,31,6,1
"4393200",8283,835,986,22,10,0
"4393209",8284,1013,2314,32,6,1
"4393212",8285,720,761,23,13,0
"4393213",8286,542,742,22,6,0
"4393214",8287,867,1269,31,3,1
"4393215",8288,563,1194,17,4,0
"4393216",8289,1490,1372,35,11,1
"4393240",8290,1013,1416,32,6,2
"4393247",8291,654,559,16,10,6
"4393248",8292,1104,2145,49,6,1
"4393249",8293,1337,1271,37,11,0
"4393254",8294,800,890,23,9,0
"4393260",8295,431,779,25,3,0
"4393282",8296,476,784,17,6,0
"4393283",8297,505,837,16,5,0
"4393286",8298,226,621,7,0,0
"4393287",8299,712,1173,25,7,3
"4393289",8300,682,1233,25,12,0
"4393321",8301,809,1303,36,6,0
"4393322",8302,655,1040,19,6,1
"4393323",8303,944,1951,40,3,0
"4393324",8304,653,1055,31,8,0
"4393325",8305,241,537,14,3,0
"4393326",8306,244,354,14,3,0
"4393327",8307,543,759,14,1,1
"4393329",8308,1156,895,27,7,0
"4393330",8309,312,609,9,3,1
"4393331",8310,881,1772,25,6,2
"4393332",8311,916,1191,32,7,1
"4393333",8312,922,1361,24,1,0
"4393334",8313,806,785,23,10,2
"4393335",8314,721,1015,20,5,0
"4393336",8315,1596,1030,36,7,0
"4393359",8316,721,1054,17,2,4
"4393361",8317,933,1395,42,1,0
"4393363",8318,775,1664,26,5,2
"4393364",8319,339,405,11,2,0
"4393365",8320,1159,2327,41,3,0
"4393367",8321,470,860,23,3,0
"4393368",8322,208,415,7,1,0
"4393372",8323,1066,1627,58,10,1
"4393384",8324,578,718,22,3,0
"4393385",8325,959,1496,44,6,0
"4393386",8326,564,1433,20,5,0
"4393387",8327,519,1177,30,6,2
"4393389",8328,1638,1319,38,10,2
"4393390",8329,1217,2255,31,8,3
"4393391",8330,1235,812,34,7,0
"4393392",8331,601,1272,25,5,0
"4393396",8332,1220,1491,48,7,6
"4393398",8333,451,736,17,3,0
"4393406",8334,0,0,0,0,0
"4393409",8335,5,14,0,0,0
"4393417",8336,765,1028,26,8,1
"4393421",8337,377,827,19,4,1
"4393422",8338,687,1265,20,3,2
"4393433",8339,158,347,5,1,0
"4393443",8340,797,974,28,6,1
"4393446",8341,0,1,0,0,0
"4393447",8342,0,0,0,0,0
"4393465",8343,1168,1480,36,9,0
"4393469",8344,401,547,12,5,1
"4393470",8345,44,71,0,0,0
"4393471",8346,479,1014,20,4,1
"4393486",8347,1210,1789,45,13,2
"4393500",8348,91,268,1,1,0
"4393502",8349,331,987,11,1,0
"4393507",8350,735,998,18,7,0
"4393509",8351,603,899,32,6,0
"4393510",8352,770,1702,30,11,0
"4393511",8353,1292,840,41,8,3
"4393516",8354,542,1021,22,3,1
"4393517",8355,876,811,14,3,0
"4393526",8356,400,710,11,3,1
"4393527",8357,726,1272,21,1,5
"4393529",8358,854,1292,18,1,0
"4393530",8359,957,1232,43,8,0
"4393538",8360,1287,1813,28,6,0
"4393539",8361,0,7,0,0,0
"4393542",8362,806,1009,33,4,3
"4393545",8363,718,1325,19,9,0
"4393552",8364,1172,1268,38,6,0
"4393554",8365,818,1659,33,10,0
"4393558",8366,1012,1847,25,7,0
"4393560",8367,0,0,0,0,0
"4393562",8368,32,84,0,0,0
"4393566",8369,0,0,0,0,0
"4393567",8370,625,1551,19,4,0
"4393570",8371,940,1239,30,10,1
"4393574",8372,370,294,8,1,0
"4393575",8373,0,0,0,0,0
"4393579",8374,223,532,5,0,0
"4393580",8375,0,0,0,0,0
"4393582",8376,2,30,2,0,0
"4393583",8377,0,0,0,0,0
"4393584",8378,0,0,0,0,0
"4393585",8379,0,0,0,0,0
"4393590",8380,0,0,0,0,0
"4393624",8381,99,169,0,2,0
"4393626",8382,200,413,0,3,0
"4393637",8383,847,848,21,10,1
"4393646",8384,1015,1401,54,9,2
"4393647",8385,1168,1502,27,5,2
"4393648",8386,1149,1693,39,8,0
"4393653",8387,0,0,0,0,0
"4393654",8388,0,0,0,0,0
"4393661",8389,0,0,0,0,0
"4393663",8390,2,3,0,0,0
"4393664",8391,0,0,0,0,0
"4393665",8392,0,10,2,0,0
"4393667",8393,37,60,0,0,0
"4393668",8394,109,219,1,0,0
"4393669",8395,5,2,0,0,0
"4393671",8396,233,490,7,1,0
"4393695",8397,1377,1854,43,5,2
"4393696",8398,1242,1753,53,7,2
"4393698",8399,1240,1483,46,12,0
"4393700",8400,564,971,24,9,2
"4393706",8401,983,1039,43,7,0
"4393709",8402,426,621,20,1,3
"4393716",8403,648,1129,13,4,1
"4393720",8404,455,1345,23,2,1
"4393725",8405,683,1148,34,9,2
"4393728",8406,848,1282,16,2,1
"4393729",8407,271,260,3,0,0
"4393732",8408,432,1073,17,2,0
"4393735",8409,360,743,6,2,1
"4393750",8410,0,0,0,0,0
"4393757",8411,0,0,0,0,0
"4393759",8412,0,0,0,0,0
"4393822",8413,0,0,0,0,0
"4393826",8414,0,0,0,0,0
"4394006",8415,426,179,17,3,0
"4394016",8416,650,537,19,2,1
"4394017",8417,1145,360,10,9,1
"4394018",8418,230,489,14,0,0
"4394020",8419,406,589,13,11,1
"4394042",8420,296,464,4,7,1
"4394044",8421,922,1953,34,4,1
"4394045",8422,574,1448,28,6,0
"4394046",8423,423,1477,39,4,1
"4394047",8424,476,1984,24,5,3
"4394048",8425,281,78,3,3,0
"4394050",8426,591,145,2,4,0
"4394051",8427,3,4,0,0,0
"4394053",8428,318,568,7,7,1
"4394057",8429,351,270,6,3,0
"4394060",8430,1139,397,25,6,0
"4394065",8431,740,2244,31,6,0
"4394067",8432,559,162,4,4,0
"4394068",8433,493,182,7,2,1
"4394069",8434,392,1068,12,1,0
"4394070",8435,841,805,27,6,6
"4394073",8436,159,171,2,2,0
"4394077",8437,140,79,0,1,0
"4394086",8438,739,1268,23,2,3
"4394087",8439,212,65,3,2,0
"4394091",8440,578,1156,22,2,0
"4394092",8441,381,72,3,0,0
"4394093",8442,748,249,5,7,0
"4394096",8443,594,255,12,2,2
"4394097",8444,496,157,8,2,0
"4394101",8445,444,303,3,4,0
"4394102",8446,332,331,9,2,0
"4394107",8447,419,119,6,2,0
"4394110",8448,433,134,3,4,0
"4394113",8449,84,158,6,2,0
"4394115",8450,129,400,1,2,0
"4394116",8451,855,846,18,2,0
"4394118",8452,547,379,19,2,0
"4394121",8453,685,943,32,7,0
"4394122",8454,598,194,6,3,0
"4394123",8455,648,230,9,4,3
"4394124",8456,507,396,21,5,3
"4394125",8457,172,174,7,1,0
"4394128",8458,707,1247,27,14,1
"4394129",8459,378,542,13,2,2
"4394130",8460,865,1176,27,6,0
"4394135",8461,430,470,25,4,0
"4394136",8462,836,725,21,7,2
"4394137",8463,496,612,12,3,0
"4394138",8464,241,289,5,1,1
"4394141",8465,833,1019,26,7,0
"4394144",8466,458,720,20,0,1
"4394155",8467,978,410,25,9,4
"4394159",8468,432,646,17,2,0
"4394162",8469,213,164,3,3,0
"4394163",8470,515,485,14,4,0
"4394178",8471,1043,1204,31,6,2
"4394179",8472,521,349,16,3,0
"4394182",8473,1128,1236,29,6,0
"4394191",8474,311,586,14,5,0
"4394195",8475,571,173,5,2,1
"4394201",8476,453,127,10,0,0
"4394202",8477,536,512,14,2,0
"4394203",8478,808,512,18,6,2
"4394204",8479,980,1413,31,9,2
"4394218",8480,368,456,6,5,0
"4394222",8481,339,357,10,2,0
"4394230",8482,1327,1428,43,2,2
"4394231",8483,631,175,3,4,0
"4394232",8484,1128,1313,48,10,1
"4394233",8485,717,205,16,6,0
"4394234",8486,1030,1432,46,4,1
"4394239",8487,30,55,0,0,0
"4394242",8488,145,348,1,0,0
"4394243",8489,546,669,19,4,2
"4394245a",8490,70,20,1,0,0
"4394245b",8491,0,0,0,0,0
"4394250",8492,1308,1222,35,6,2
"4394252",8493,374,387,11,2,0
"4394253",8494,320,212,16,0,0
"4394256",8495,295,99,3,1,0
"4394259",8496,223,651,10,3,1
"4394261",8497,1038,1088,44,9,0
"4394272",8498,166,277,8,1,0
"4394276",8499,718,892,28,10,0
"4394284",8500,42,162,2,0,0
"4394285",8501,276,201,4,4,0
"4394288",8502,92,21,1,0,0
"4394290",8503,672,886,27,13,2
"4394312",8504,57,23,1,0,0
"4394328",8505,411,518,16,3,0
"4394338",8506,888,1080,24,6,0
"4394340",8507,443,1216,19,6,0
"4394342",8508,779,1001,49,3,2
"4394343",8509,763,1112,18,4,0
"4394344",8510,474,702,15,2,1
"4394350",8511,667,413,17,2,5
"4394362",8512,0,3,0,0,0
"4394369",8513,981,1734,53,10,3
"4394370",8514,0,0,0,0,0
"4394371",8515,440,1660,18,1,1
"4394373",8516,44,113,4,0,1
"4394374",8517,734,845,27,7,0
"4394375",8518,677,1447,26,4,0
"4394395",8519,72,359,2,1,0
"4394397",8520,120,158,3,1,1
"4394399",8521,33,85,5,0,0
"4394400",8522,88,117,4,4,0
"4394410",8523,983,992,21,6,1
"4394429",8524,754,975,28,6,3
"4394432",8525,17,7,2,0,2
"4394452",8526,1226,1141,24,7,4
"4394454",8527,721,1258,27,9,0
"4394456",8528,347,516,21,0,0
"4394458",8529,3,4,0,0,0
"4394475",8530,35,10,0,0,0
"4394478",8531,0,0,0,0,0
"4394480",8532,249,524,10,0,1
"4394483",8533,21,12,0,1,0
"4394485",8534,130,136,4,2,0
"4394487",8535,0,0,0,0,0
"4394492",8536,425,287,14,3,0
"4394493",8537,825,798,25,0,0
"4394494",8538,0,3,0,0,0
"4394495",8539,61,35,0,1,0
"4394496",8540,281,131,6,4,0
"4394497",8541,1060,552,20,6,1
"4394498",8542,181,301,4,0,0
"4394499",8543,1460,1383,35,12,1
"4394503",8544,362,191,5,2,0
"4394508",8545,1316,1558,48,5,2
"4394512",8546,0,0,0,0,0
"4394528",8547,1226,1492,52,5,0
"4394531",8548,724,1340,33,5,2
"4394532",8549,216,726,6,5,0
"4394533",8550,420,582,10,3,1
"4394534",8551,1159,1649,57,3,1
"4394540",8552,1010,1148,29,10,0
"4394551",8553,1199,1586,39,9,3
"4394563",8554,0,0,0,0,0
"4394565",8555,11,14,0,0,0
"4394568",8556,11,28,0,1,0
"4394572",8557,17,7,0,1,0
"4394573",8558,0,0,0,0,0
"4394587",8559,117,6,2,4,0
"4394588",8560,1309,1741,43,6,2
"4394591",8561,1040,1134,37,9,1
"4394592",8562,0,0,0,0,0
"4394593",8563,179,142,7,1,0
"4394595",8564,17,29,0,0,0
"4394596",8565,51,23,0,0,0
"4394599",8566,832,974,30,4,2
"4394602",8567,0,0,0,0,0
"4394604",8568,0,0,0,0,0
"4394615",8569,0,0,0,0,0
"4394620",8570,19,10,0,0,0
"4394629",8571,0,0,0,0,0
"4394630",8572,0,0,0,0,0
"4394632",8573,0,0,0,0,0
"4394634",8574,503,359,16,4,0
"4394638",8575,1040,1226,39,6,1
"4394640",8576,276,176,11,1,0
"4394649",8577,800,1493,34,6,0
"4394650",8578,986,1257,35,4,2
"4394666",8579,0,0,0,0,0
"4394682",8580,129,82,5,1,0
"4394683",8581,0,0,0,0,0
"4394685",8582,0,1,0,0,0
"4394686",8583,0,0,0,0,0
"4394687",8584,65,40,1,0,0
"4394689",8585,64,52,0,0,0
"4394694",8586,670,935,28,4,1
"4394702",8587,520,697,18,5,0
"4394703",8588,1034,943,39,12,0
"4394705",8589,848,851,27,6,0
"4394707",8590,576,449,24,1,0
"4394711",8591,720,868,12,5,0
"4394713",8592,1004,1182,35,5,1
"4394724",8593,137,600,8,0,0
"4394730",8594,853,1193,35,6,1
"4394733",8595,742,879,26,2,2
"4394736",8596,282,942,25,6,1
"4394737a",8597,435,529,13,4,0
"4394737b",8598,8,10,0,0,0
"4394820",8599,0,0,0,0,0
"4410101",8600,804,1629,41,10,5
"4410102",8601,495,1085,41,6,10
"4410103",8602,508,1163,25,5,5
"4410104",8603,473,1426,23,4,5
"4410105",8604,751,1361,51,6,6
"4410106",8605,317,440,31,0,1
"4410107",8606,72,354,5,1,0
"4410108",8607,113,872,8,1,0
"4410109",8608,21,176,0,1,0
"4410110",8609,6,68,0,0,0
"4410201",8610,343,524,17,3,3
"4410202",8611,689,842,18,7,2
"4410203",8612,848,1277,29,16,4
"4410204",8613,388,1022,16,6,0
"4410205",8614,726,1068,23,9,4
"4410206",8615,262,1510,15,3,0
"4410207",8616,31,200,2,0,0
"4410301",8617,509,1183,37,5,4
"4410302",8618,424,1262,25,12,6
"4410303",8619,132,1480,15,0,1
"4410304",8620,649,1544,46,5,3
"4410305",8621,593,2160,39,3,9
"4410306",8622,654,2638,49,5,6
"4410307",8623,525,2196,43,4,9
"4410308",8624,190,1231,14,4,1
"4410401",8625,368,1501,21,2,5
"4410402",8626,890,1442,41,7,8
"4410403",8627,605,931,25,6,9
"4410404",8628,528,841,28,3,1
"4410405",8629,354,744,17,1,0
"4410406",8630,662,1592,28,7,6
"4410407",8631,214,685,11,1,2
"4410408",8632,386,2462,36,3,5
"4410409",8633,58,638,7,4,1
"4430001",8634,38,84,0,0,0
"4430002a",8635,44,50,1,2,0
"4430002b",8636,7,11,0,0,0
"4430003",8637,18,106,1,0,0
"4430004a",8638,7,48,1,0,0
"4430004b",8639,3,19,0,0,0
"4430004c",8640,2,16,0,0,0
"4450101",8641,175,936,11,2,0
"4450201",8642,124,416,9,0,0
"4450202",8643,72,266,2,0,0
"4450301",8644,225,502,5,3,0
"4450401",8645,155,550,5,2,0
"4450402",8646,6,142,1,3,0
"4470001",8647,12,223,2,0,0
"4470002",8648,21,196,0,0,0
"4473003",8649,27,204,2,1,0
"4474005",8650,13,45,0,0,0
"4474006",8651,9,138,1,0,0
"4490001",8652,238,80,3,2,0
"4490002",8653,139,273,1,0,0
"4490003",8654,90,367,4,0,0
"4490004",8655,92,430,2,0,1
"4490005",8656,21,203,3,0,0
"4490006",8657,126,730,5,1,0
"4490007",8658,137,658,6,0,0
"4490008",8659,306,280,7,5,0
"4490009",8660,66,218,5,0,0
"4490010",8661,69,593,2,1,0
"4490011",8662,23,103,1,0,0
"4490012",8663,29,171,1,0,0
"4490014",8664,390,621,9,3,1
"4490015",8665,86,451,6,0,0
"4490016",8666,388,1237,11,6,0
"4490017",8667,180,116,5,1,0
"4490018",8668,31,112,3,0,0
"4490019",8669,156,305,10,0,0
"4490020",8670,289,622,10,0,0
"4510106",8671,313,469,7,0,0
"4510107",8672,209,442,5,0,0
"4510108",8673,67,554,1,1,2
"4510112",8674,74,646,4,1,1
"4510114",8675,238,149,11,1,0
"4510124",8676,390,291,6,2,0
"4510137",8677,608,826,20,7,0
"4510144",8678,401,514,9,1,0
"4510146",8679,659,874,17,7,0
"4510201",8680,565,1424,31,5,2
"4510213",8681,201,2014,9,2,1
"4510215",8682,424,1355,17,0,1
"4510225",8683,5,63,0,0,0
"4510228",8684,495,1214,29,7,2
"4510230",8685,500,1219,37,3,2
"4510241",8686,888,2932,37,7,2
"4510304",8687,557,1490,18,3,0
"4510306",8688,324,765,18,2,0
"4510308",8689,74,121,3,1,0
"4510318",8690,251,1506,16,4,0
"4510319",8691,686,1794,29,4,1
"4510327",8692,456,746,24,5,0
"4510348",8693,169,773,11,2,0
"4510351",8694,63,226,6,0,0
"4510358",8695,167,1021,9,2,0
"4510401",8696,30,74,1,0,1
"4510402",8697,678,1224,25,8,0
"4510420",8698,119,336,5,1,0
"4510421",8699,631,1882,33,3,0
"4510422",8700,118,925,5,3,0
"4510423",8701,91,720,7,0,0
"4510424",8702,453,1069,15,6,0
"4510434",8703,258,434,15,1,0
"4510435",8704,222,433,11,1,0
"4510436",8705,801,1733,50,6,1
"4530100",8706,1898,194,28,13,5
"4530101",8707,1746,198,30,16,7
"4530102",8708,1954,154,24,4,7
"4530103",8709,1690,118,17,10,10
"4530104",8710,2438,134,10,13,7
"4530105",8711,1795,157,26,10,10
"4530106",8712,2126,254,32,6,6
"4530107",8713,2435,292,42,10,13
"4530110",8714,1522,127,19,8,7
"4530111",8715,1571,122,28,7,5
"4530112",8716,1287,125,12,8,1
"4530113",8717,1644,192,21,7,5
"4530114",8718,1685,202,27,4,9
"4530115",8719,383,38,8,4,2
"4530116",8720,1861,209,14,8,6
"4530117",8721,1760,188,26,6,8
"4530120",8722,1132,105,12,8,6
"4530121",8723,1033,136,10,2,3
"4530122",8724,1096,156,13,5,3
"4530123",8725,903,183,19,6,4
"4530124",8726,1105,155,10,4,3
"4530125",8727,466,91,7,1,1
"4530126",8728,1712,434,35,7,5
"4530127",8729,1814,555,37,13,9
"4530130",8730,2555,360,33,20,14
"4530131",8731,1172,257,19,9,6
"4530132",8732,1838,436,27,16,8
"4530133",8733,1191,244,15,8,3
"4530134",8734,1355,375,25,7,5
"4530135",8735,686,282,14,3,3
"4530136",8736,861,286,19,7,6
"4530137",8737,1679,404,39,8,6
"4530138",8738,2717,875,57,19,17
"4530140",8739,223,66,4,1,1
"4530141",8740,2541,761,55,15,12
"4530142",8741,1352,425,28,11,4
"4530143",8742,1916,608,40,14,10
"4530144",8743,990,313,24,6,4
"4530145",8744,529,407,18,3,3
"4530146",8745,153,185,4,0,0
"4530150a",8746,1844,925,48,9,7
"4530150b",8747,22,10,0,0,0
"4530151a",8748,1263,636,38,5,5
"4530151b",8749,0,0,0,0,0
"4530152",8750,1486,903,42,7,7
"4530153",8751,1731,1044,49,12,8
"4530154a",8752,1538,944,39,8,7
"4530154b",8753,20,11,0,0,0
"4530155",8754,1625,994,43,7,7
"4530156",8755,1253,764,46,6,4
"4530160",8756,1137,560,26,5,5
"4530161",8757,881,388,26,6,5
"4530162",8758,1907,830,54,8,7
"4530163",8759,1492,646,42,9,9
"4530164",8760,1410,675,37,13,8
"4530165",8761,1412,561,29,7,2
"4530170",8762,1615,685,38,8,8
"4530171",8763,1575,750,37,6,9
"4530172",8764,186,114,4,1,2
"4530173",8765,693,572,29,2,2
"4530174",8766,501,286,18,2,2
"4530175",8767,3,1,0,0,0
"4530176",8768,15,6,0,0,0
"4530177",8769,1645,937,45,7,10
"4530178",8770,882,565,28,7,10
"4530180",8771,1283,610,32,9,6
"4530181",8772,1395,504,31,5,3
"4530182",8773,1065,387,23,8,5
"4530183",8774,553,196,13,2,2
"4530184",8775,1241,446,24,5,0
"4530185",8776,366,131,4,1,0
"4530186",8777,1345,424,40,12,5
"4530190",8778,1186,322,18,8,3
"4530191",8779,1463,456,30,4,11
"4530192",8780,1357,505,24,7,12
"4530193",8781,1442,478,31,8,8
"4530194",8782,1292,424,27,6,8
"4530200",8783,2457,604,64,4,15
"4530201",8784,2164,776,43,5,11
"4530202",8785,2033,246,23,12,14
"4530203",8786,2115,258,30,12,18
"4530204",8787,2031,302,37,18,19
"4530205",8788,2342,404,31,4,5
"4530206",8789,1799,188,15,8,8
"4530207",8790,2242,276,27,11,17
"4530210",8791,1245,291,35,5,3
"4530211",8792,1884,275,30,11,4
"4530212",8793,2486,288,28,15,12
"4530213",8794,2053,247,24,11,12
"4530214",8795,1449,160,20,11,6
"4530215",8796,508,50,8,3,1
"4530216",8797,1844,260,26,14,6
"4530220",8798,1825,345,30,1,14
"4530221",8799,2768,423,39,9,10
"4530223",8800,1326,287,32,3,10
"4530224",8801,1555,216,20,2,5
"4530225",8802,2021,276,31,6,12
"4530226",8803,1847,407,38,11,2
"4530227",8804,1770,334,27,8,5
"4530230",8805,2440,805,55,6,13
"4530231",8806,2213,1153,51,3,14
"4530232",8807,2131,815,40,4,8
"4530233",8808,2131,872,36,5,15
"4530234",8809,1934,495,36,7,9
"4530235",8810,1857,852,36,3,12
"4530236",8811,2505,894,51,16,15
"4530237",8812,1981,631,42,7,8
"4530238",8813,2023,634,46,11,6
"4530240",8814,1839,466,31,18,9
"4530241",8815,1566,374,26,12,6
"4530242",8816,1720,469,30,6,8
"4530243",8817,1841,592,31,18,12
"4530244",8818,1414,402,31,11,13
"4530245",8819,2063,585,43,12,15
"4530246",8820,1905,534,32,11,7
"4530247",8821,1262,314,24,7,6
"4530250",8822,1192,349,28,4,2
"4530251",8823,1599,514,27,5,8
"4530252",8824,554,302,4,2,2
"4530253",8825,1051,446,24,2,3
"4530254",8826,2306,767,44,15,12
"4530255",8827,1946,643,37,15,10
"4530256",8828,1724,572,34,7,7
"4530260",8829,1211,472,24,4,12
"4530261",8830,1132,416,26,5,2
"4530262",8831,1657,594,32,5,6
"4530263",8832,1747,598,41,7,5
"4530264",8833,1981,620,60,10,7
"4530265",8834,1329,398,35,8,5
"4530266",8835,1861,564,39,11,11
"4530267",8836,1792,830,27,2,8
"4530268",8837,1473,623,17,9,4
"4530270",8838,2060,1318,51,12,15
"4530271",8839,1128,985,27,3,14
"4530272",8840,1905,1904,52,7,13
"4530273",8841,1263,1259,34,4,8
"4530274",8842,1754,1294,43,9,13
