CNTYVTD,VTDKEY,CruzR_12G_U.S. Sen,SadlerD_12G_U.S. Sen,MyersL_12G_U.S. Sen,CollinsG_12G_U.S. Sen
"0294099",910,270,314,20,7
"0294100",911,152,159,10,2
"0294101",912,293,180,11,4
"0294102",913,105,206,14,7
"0294103",914,3,1,0,0
"0294104",915,508,444,24,10
"0294105",916,377,206,13,7
"0294106",917,52,131,7,4
"0294107",918,431,371,14,4
"0294108",919,857,775,56,24
"0294109",920,12,27,2,0
"0294110",921,129,342,29,13
"0294111",922,13,124,7,1
"0294112",923,351,149,13,7
"0294113",924,54,324,9,6
"0294114",925,7,21,0,0
"0294115",926,60,44,3,4
"0294116",927,20,14,1,0
"0294117",928,167,123,5,2
"0294118",929,29,5,0,0
"0294119",930,52,100,8,5
"0294120",931,26,52,4,1
"0294121",932,63,27,4,0
"0294122",933,15,31,2,2
"0294123",934,14,38,0,0
"0294124",935,167,558,6,6
"0294125",936,11,24,1,0
"0294126",937,276,82,13,10
"0294127",938,6,9,0,0
"0294128",939,23,43,3,0
"0294129",940,26,21,1,1
"0294130",941,114,92,11,4
"0294131",942,56,103,4,1
"0294132",943,363,573,24,5
"0294133",944,6,5,0,1
"0294134",945,0,0,0,0
"0294135",946,36,17,4,0
"0294136",947,107,26,3,0
"0294137",948,47,5,1,1
"0294138",949,0,0,0,0
"0294139",950,2,0,0,0
"0294140",951,0,0,0,0
"0294141",952,14,97,0,0
"0294142",953,37,226,2,3
"0294143",954,210,518,14,6
"0294144",955,226,105,9,2
"0294145",956,6,3,0,0
"0294146",957,2,11,0,0
"0294147",958,51,42,3,0
"0294148",959,31,41,2,1
"0294149",960,84,93,6,1
"0294150",961,301,537,13,6
"0294151",962,221,61,5,1
"0294152",963,457,517,23,15
"0294153",964,29,25,1,1
"0294154",965,174,170,11,5
"0294155",966,262,818,31,25
"0294156",967,102,261,5,2
"0294157",968,129,570,16,15
"0294158",969,63,64,4,3
"0294159",970,5,7,0,0
"0294160",971,190,480,16,10
"0294161",972,46,201,5,3
"0294162",973,535,465,35,14
"0294163",974,411,817,18,7
"0294164",975,929,495,27,17
"0294165",976,29,23,1,4
"0294166",977,35,85,3,0
"0294167",978,10,18,0,0
"0294168",979,364,703,14,6
"0294169",980,136,80,1,3
"0294170",981,95,97,11,1
"0294171",982,424,262,10,11
"0294172",983,342,257,21,8
"0294173",984,510,417,18,16
"0294174",985,268,349,22,7
"0294175",986,0,2,0,0
"0294176",987,390,206,18,0
"0294177",988,0,12,0,0
"0294178",989,0,3,0,0
"0294179",990,927,654,39,18
"0294180",991,1,1,0,0
"0294181",992,0,0,0,0
"0294182",993,0,0,0,0
"0294183",994,6,41,2,2
"0294184",995,0,5,0,0
"0294185",996,1,0,0,0
"0294186",997,15,42,2,5
"0294187",998,0,0,0,0
"0294188",999,0,1,0,0
"0294189",1000,111,234,10,1
"0294190",1001,2,0,0,0
"0294191",1002,0,2,0,0
"0294192",1003,0,0,0,0
"0294193",1004,3,16,0,0
"0294194",1005,180,160,11,4
"0294195",1006,0,0,0,0
"0294196",1007,0,0,0,0
"0294197",1008,1,4,0,0
"0294198",1009,238,591,11,16
"0294199",1010,196,172,20,5
"0294200",1011,259,547,10,9
"0294201",1012,17,7,0,0
"0294202",1013,0,0,0,0
"0294203",1014,0,3,0,0
"0294204",1015,2,1,0,0
"0294205",1016,29,31,1,1
"0294206",1017,151,125,7,5
"0294207",1018,16,3,0,1
"0294208",1019,4,0,0,0
"0294209",1020,21,4,0,0
"0294210",1021,1,0,0,0
"0294211",1022,4,8,0,0
"0294212",1023,3,0,0,0
"0294213",1024,0,1,0,0
"0294214",1025,203,259,14,6
"0294215",1026,43,43,6,6
"0294216",1027,98,188,8,3
"0294217",1028,10,17,1,1
"0294218",1029,9,28,2,2
"0294219",1030,0,0,0,0
"0294220",1031,0,1,0,0
"0294221",1032,0,0,0,0
"0294222",1033,71,79,5,1
"0294223",1034,4,7,0,0
"0294224",1035,0,0,0,0
"0294225",1036,214,115,10,5
"0294226",1037,58,30,3,1
"0294227",1038,0,0,0,0
"0294228",1039,47,85,4,1
"0294229",1040,247,623,13,5
"0294230",1041,171,433,9,4
"0310102",1042,805,274,40,14
"0310201",1043,951,328,45,21
"0310302",1044,563,238,29,11
"0310303",1045,274,111,10,7
"0310401",1046,815,330,29,16
"0330004",1047,70,7,1,0
"033001a",1048,30,12,0,0
"033001b",1049,35,3,1,0
"033002a",1050,52,6,1,0
"033002b",1051,31,1,0,0
"033003a",1052,44,10,1,0
"033003b",1053,35,0,2,1
"0350001",1054,344,82,8,1
"0350002",1055,365,126,10,11
"0350003",1056,504,123,10,6
"0350004",1057,223,45,5,1
"0350005",1058,685,198,16,10
"0350006",1059,529,171,17,7
"0350007",1060,341,74,8,1
"0350008",1061,1118,252,35,3
"0350009",1062,410,115,12,7
"0350010",1063,627,215,22,6
"0350011",1064,413,77,7,3
"0370007",1065,1448,853,36,16
"0370009",1066,979,576,25,9
"0370010",1067,978,261,19,7
"0370011",1068,409,84,9,2
"0370012",1069,1081,261,25,8
"0370013",1070,12,6,0,0
"0370014",1071,293,159,10,6
"0370015",1072,263,79,4,1
"0370016",1073,641,158,15,2
"0370017",1074,691,279,19,10
"0370018",1075,1009,421,26,11
"0370019",1076,334,93,6,3
"037001a",1077,88,598,7,4
"037001b",1078,153,543,12,5
"0370020",1079,103,121,5,1
"0370021",1080,93,77,5,3
"0370022",1081,78,45,1,0
"0370024",1082,284,81,3,3
"0370025",1083,575,244,5,4
"0370027",1084,335,94,8,4
"0370028",1085,348,109,6,4
"0370029",1086,161,52,6,2
"037002a",1087,159,585,6,3
"037002b",1088,96,158,9,2
"037002c",1089,61,637,11,4
"037002d",1090,29,37,1,1
"0370030",1091,1052,518,30,17
"037003a",1092,503,285,20,5
"037003b",1093,350,398,20,4
"037004a",1094,230,288,7,8
"037004b",1095,503,247,13,3
"037004c",1096,333,292,8,4
"037004d",1097,10,16,0,0
"037005a",1098,54,85,3,1
"037005b",1099,0,0,0,0
"037005c",1100,2067,529,36,11
"037006a",1101,1012,390,16,8
"037006b",1102,1215,294,13,5
"037008a",1103,154,315,11,1
"037008b",1104,1275,545,37,14
"037008c",1105,607,222,20,4
"037009a",1106,61,32,3,2
"037011a",1107,858,184,17,7
"037012a",1108,18,4,0,0
"037014a",1109,588,326,18,7
"037016a",1110,38,10,2,0
"037018a",1111,22,9,1,1
"037020a",1112,99,117,3,2
"037022a",1113,52,31,0,1
"0390001",1114,1503,689,52,12
"0390002",1115,1500,673,38,17
"0390003",1116,1674,474,51,18
"0390004",1117,1240,534,43,18
"0390005",1118,668,295,17,7
"0390006",1119,605,149,24,7
"0390007",1120,482,562,24,10
"0390008",1121,320,97,15,2
"0390009",1122,246,126,10,3
"0390010",1123,428,77,10,4
"0390011",1124,657,273,16,11
"0390012",1125,1193,443,29,19
"0390013",1126,1577,784,35,14
"0390014",1127,1997,740,57,19
"0390015",1128,1095,188,15,14
"0390016",1129,629,207,14,8
"0390017",1130,570,639,35,12
"0390018",1131,1816,541,42,22
"0390019",1132,416,455,25,6
"0390020",1133,604,184,24,6
"0390021",1134,504,407,17,7
"0390022",1135,2034,472,58,22
"0390023",1136,1769,629,77,14
"0390024",1137,470,149,12,3
"0390025",1138,751,177,16,9
"0390026",1139,1161,556,26,10
"0390027",1140,976,515,17,7
"0390028",1141,1337,559,35,16
"0390029",1142,820,938,32,13
"0390030",1143,1548,255,36,9
"0390031",1144,510,143,16,2
"0390032",1145,1086,377,30,10
"0390033",1146,696,386,17,5
"0390034",1147,2078,592,52,22
"0390035",1148,757,142,20,6
"0390036",1149,680,310,19,10
"0390037",1150,957,434,28,6
"0390038",1151,281,65,14,5
"0390039",1152,1025,373,35,10
"0390040",1153,617,165,16,5
"0390041",1154,594,527,17,8
"0390042",1155,222,141,3,2
"0390043",1156,1862,592,62,18
"0390044",1157,1235,1203,35,17
"0390045",1158,1735,471,81,9
"0390046",1159,1922,674,40,22
"0390047",1160,1060,451,38,6
"0390048",1161,871,462,34,13
"0390049",1162,715,128,13,3
"0390050",1163,618,827,26,8
"0390051",1164,1907,395,24,22
"0390052",1165,1286,382,23,9
"0390053",1166,206,421,15,13
"0390054",1167,808,898,42,27
"0390055",1168,1086,526,32,15
"0390056",1169,1779,722,44,13
"0390057",1170,478,108,8,3
"0390058",1171,918,642,23,9
"0390059",1172,377,537,12,4
"0390060",1173,1579,1029,45,18
"0390061",1174,490,143,9,3
"0390062",1175,1139,1173,43,27
"0390063",1176,506,1023,19,15
"0390064",1177,13,3,1,0
"0390065",1178,753,205,19,3
"0390066",1179,292,373,14,5
"0390067",1180,538,735,22,9
"0390068",1181,170,222,6,1
"0390069",1182,372,474,15,5
"0390070",1183,212,263,7,1
"0390071",1184,208,286,7,2
"0390072",1185,357,507,12,4
"0390073",1186,216,93,6,4
"0390074",1187,171,43,5,3
"0390075",1188,1191,387,28,14
"0390076",1189,595,139,14,5
"0390077",1190,1357,464,32,15
"0390078",1191,382,301,13,2
"0410001",1192,662,165,11,4
"0410002",1193,1120,287,32,9
"0410003",1194,314,181,13,2
"0410004",1195,69,738,5,1
"0410005",1196,768,175,11,6
"0410006",1197,462,90,14,7
"0410007",1198,521,70,12,1
"0410008",1199,505,314,36,13
"0410009",1200,590,263,30,3
"0410010",1201,1435,400,66,11
"0410011",1202,623,400,71,22
"0410012",1203,1756,781,99,22
"0410013",1204,738,288,27,5
"0410014",1205,274,574,14,8
"0410015",1206,703,235,16,4
"0410016",1207,130,283,8,3
"0410017",1208,728,625,47,21
"0410018",1209,34,182,3,1
"0410019",1210,60,75,4,3
"0410020",1211,603,197,68,15
"0410021",1212,79,72,7,2
"0410022",1213,65,71,5,0
"0410023",1214,36,10,1,0
"0410024",1215,808,400,52,16
"0410025",1216,48,449,8,2
"0410026",1217,779,271,16,10
"0410027",1218,1262,233,28,15
"0410028",1219,200,19,6,1
"0410029",1220,313,173,8,4
"0410030",1221,560,510,15,15
"0410031",1222,1009,544,65,12
"0410032",1223,107,63,7,1
"0410033",1224,250,299,25,7
"0410034",1225,517,313,48,13
"0410035",1226,570,289,42,5
"0410036",1227,1001,495,59,13
"0410037",1228,72,13,4,0
"0410038",1229,8,144,0,0
"0410039",1230,679,289,35,8
"0410040",1231,1472,572,61,9
"0410041",1232,583,141,15,4
"0410042",1233,3,0,0,0
"0410043",1234,7,9,0,0
"0410044",1235,65,11,0,0
"0410045",1236,64,19,2,1
"0410046",1237,95,57,4,2
"0410047",1238,124,56,3,0
"0410048",1239,119,21,1,1
"0410049",1240,49,26,3,0
"0410050",1241,3,1,0,0
"0410051",1242,0,0,0,0
"0410052",1243,2,0,1,0
"0410053",1244,1,0,0,0
"0410054",1245,299,52,5,3
"0410055",1246,609,328,43,10
"0410056",1247,7,2,0,0
"0410057",1248,42,68,7,0
"0410058",1249,113,43,2,1
"0410059",1250,13,1,0,0
"0410060",1251,74,6,2,0
"0410061",1252,32,3,1,1
"0410062",1253,613,242,26,5
"0410063",1254,758,198,16,1
"0410064",1255,1554,377,38,11
"0410065",1256,83,16,5,1
"0410066",1257,541,178,12,1
"0410067",1258,69,39,3,3
"0410068",1259,1,0,0,0
"0410069",1260,694,212,26,4
"0410070",1261,219,122,11,4
"0410071",1262,48,13,1,0
"0410072",1263,18,8,1,0
"0410073",1264,1098,278,33,9
"0410074",1265,185,96,15,2
"0410075",1266,654,394,50,13
"0410076",1267,1130,489,63,17
"0410077",1268,132,65,6,2
"0410078",1269,101,16,2,2
"0410079",1270,16,17,1,1
"0410080",1271,1299,317,37,11
"0410081",1272,31,19,0,0
"0410082",1273,138,34,3,2
"0410083",1274,4,0,0,0
"0410084",1275,3,0,0,0
"0410085",1276,0,0,0,0
"0410087",1277,0,0,0,0
"0410088",1278,1329,353,28,5
"0410089a",1279,3,1,0,0
"0410089b",1280,0,0,0,0
"0410090",1281,0,0,0,0
"0410091a",1282,2,1,0,0
"0410091b",1283,2,1,0,0
"0410092",1284,0,0,0,0
"0410093",1285,0,0,0,0
"0410094",1286,0,0,0,0
"0410095",1287,0,0,0,0
"0410096",1288,2,1,0,0
"0410097",1289,0,0,0,0
"0410098",1290,3,1,0,0
"0410099",1291,0,0,0,0
"0410100",1292,391,112,17,3
"0410101",1293,19,4,0,0
"0410102",1294,2,0,0,0
"0410103",1295,341,47,7,0
"0410105",1296,9,1,0,0
"0410106",1297,181,76,8,3
"0410107",1298,153,39,3,1
"0410108",1299,0,0,0,0
"0410109",1300,0,0,0,0
"0430001",1301,616,338,39,19
"0430002",1302,338,355,23,11
"0430003",1303,111,99,9,2
"0430004",1304,480,399,36,16
"0430005",1305,27,32,4,4
"0430006",1306,152,151,32,7
"0430007",1307,24,38,9,4
"0430008",1308,127,212,21,7
"0450001",1309,68,22,1,1
"0450002",1310,128,39,1,1
"0450003",1311,139,29,3,2
"0450004",1312,153,41,2,3
"0450006",1313,25,11,0,0
"0470001",1314,98,465,1,4
"0470002",1315,163,462,6,6
"0470003",1316,82,299,5,3
"0470004",1317,180,422,2,4
"047003s",1318,60,89,1,1
"0490101",1319,1197,202,26,6
"0490105",1320,867,150,24,5
"0490109",1321,188,15,4,1
"0490113",1322,953,171,23,3
"0490202",1323,471,133,18,12
"0490204",1324,646,207,24,5
"0490212",1325,611,89,15,4
"0490214",1326,338,92,9,7
"0490215",1327,171,15,0,0
"0490303",1328,492,107,14,8
"0490306",1329,972,169,30,8
"0490307",1330,369,57,6,3
"0490308",1331,274,41,7,4
"0490316",1332,171,15,2,1
"0490318",1333,873,104,14,8
"0490410",1334,1203,203,23,9
"0490411",1335,483,143,20,7
"0490417",1336,988,156,22,13
"0510113",1337,340,103,5,1
"0510114",1338,684,299,10,9
"0510203",1339,187,48,4,0
"0510204",1340,216,50,0,0
"0510207",1341,147,103,0,3
"0510211",1342,434,117,6,2
"0510215",1343,165,43,7,1
"0510301",1344,626,203,9,5
"0510305",1345,214,70,6,1
"0510308",1346,170,69,4,1
"0510309",1347,339,100,10,4
"0510406",1348,358,298,4,6
"0510410",1349,669,255,11,2
"0530001",1350,570,128,14,7
"0530002",1351,1015,420,32,16
"0530003",1352,416,162,23,9
"0530004",1353,824,317,45,11
"0530005",1354,442,146,15,3
"0530006",1355,224,69,12,1
"0530007",1356,287,129,11,3
"0530008",1357,494,133,16,10
"0530009",1358,1223,340,37,14
"0530010",1359,480,162,21,7
"0530011",1360,173,24,3,0
"0530012",1361,550,210,23,11
"0530013",1362,354,125,21,7
"0530014",1363,229,43,7,1
"0530015",1364,263,90,12,7
"0530016",1365,236,67,8,4
"0530017",1366,748,176,25,4
"0530018",1367,494,174,19,7
"0530019",1368,1719,471,68,19
"0530020",1369,1369,502,58,19
"0550100",1370,120,149,13,3
"0550101",1371,190,187,6,6
"0550102",1372,245,115,10,1
"0550103",1373,657,524,31,6
"0550104",1374,193,116,3,3
"0550108",1375,127,186,7,5
"0550111",1376,311,260,14,4
"0550201",1377,311,224,3,4
"0550202",1378,366,232,11,7
"0550203",1379,402,218,11,1
"0550204",1380,400,256,23,6
"0550205",1381,133,56,5,0
"0550206",1382,265,200,9,5
"0550300",1383,210,249,19,14
"0550301",1384,217,259,16,12
"0550302",1385,205,186,12,2
"0550303",1386,199,185,13,8
"0550305",1387,127,107,3,2
"0550306",1388,135,166,9,4
"0550400",1389,167,145,9,2
"0550401",1390,90,302,9,1
"0550402",1391,154,281,10,5
"0550404",1392,189,251,18,7
"0550405",1393,139,111,7,2
"0570001",1394,239,436,17,7
"0570002",1395,197,144,6,3
"0570003",1396,151,87,7,2
"0570004",1397,262,391,10,6
"0570005",1398,625,308,27,9
"0570006",1399,87,96,2,2
"0570007",1400,789,445,36,10
"0570008",1401,226,71,5,3
"0570009",1402,304,176,12,5
"0570010",1403,470,183,18,7
"0570011",1404,459,109,10,4
"0590001",1405,452,96,10,10
"0590002",1406,789,183,19,9
"0590003",1407,907,175,23,16
"0590004",1408,753,101,15,3
"0590005",1409,79,6,0,0
"0590006",1410,426,87,12,7
"0590007",1411,246,43,8,0
"0590008",1412,502,106,11,10
"0610001",1413,320,295,15,5
"0610002",1414,161,114,10,4
"0610003",1415,613,784,43,17
"0610004",1416,529,438,27,10
"0610005",1417,353,546,20,15
"0610006",1418,76,308,8,7
"0610007",1419,252,393,20,4
"0610008",1420,31,111,4,2
"0610009",1421,249,832,31,21
"0610010",1422,149,642,21,14
"0610011",1423,161,534,15,20
"0610012",1424,331,560,24,11
"0610013",1425,77,197,12,7
"0610014",1426,210,506,17,14
"0610015",1427,309,576,19,22
"0610016",1428,102,123,9,4
"0610017",1429,243,725,15,15
"0610018",1430,272,624,17,17
"0610019",1431,231,398,12,9
"0610020",1432,245,269,11,5
"0610021",1433,83,195,3,2
"0610022",1434,262,582,15,15
"0610023",1435,45,39,2,0
"0610024",1436,120,456,21,11
"0610025",1437,65,186,6,4
"0610026",1438,358,423,15,6
"0610027",1439,274,683,16,14
"0610028",1440,386,307,16,8
"0610029",1441,477,316,17,10
"0610030",1442,319,191,15,1
"0610031",1443,58,64,2,1
"0610032",1444,466,495,24,8
"0610033",1445,66,122,7,3
"0610034",1446,363,277,13,5
"0610035",1447,350,228,12,7
"0610036",1448,414,398,9,5
"0610037",1449,167,684,17,15
"0610038",1450,236,162,9,5
"0610039",1451,118,301,7,6
"0610040",1452,353,625,9,18
"0610041",1453,438,927,22,12
"0610042",1454,96,262,9,4
"0610043",1455,110,224,6,4
"0610044",1456,1091,543,32,7
"0610045",1457,118,521,22,14
"0610046",1458,403,795,26,13
"0610047",1459,267,454,26,14
"0610048",1460,268,442,17,16
"0610049",1461,448,513,24,4
"0610050",1462,325,374,18,6
"0610051",1463,110,241,8,9
"0610052",1464,789,354,44,23
"0610053",1465,176,690,22,22
"0610054",1466,599,1053,32,29
"0610055",1467,528,780,23,8
"0610056",1468,449,334,14,7
"0610057",1469,33,72,3,1
"0610058",1470,392,374,12,9
"0610059",1471,125,115,6,3
"0610060",1472,121,291,12,9
"0610061",1473,343,458,18,12
"0610062",1474,358,756,33,21
"0610063",1475,280,455,22,7
"0610064",1476,64,58,2,0
"0610065",1477,343,417,15,13
"0610066",1478,481,388,19,6
"0610067",1479,843,517,41,18
"0610068",1480,115,506,15,9
"0610069",1481,302,742,30,25
"0610070",1482,77,295,12,9
"0610071",1483,242,797,29,29
"0610072",1484,410,629,25,16
"0610073",1485,547,938,40,20
"0610074",1486,293,921,34,26
"0610075",1487,153,650,17,18
"0610076",1488,494,897,36,23
"0610077",1489,153,613,17,17
"0610078",1490,605,562,23,9
"0610079",1491,584,471,20,8
"0610080",1492,685,513,25,21
"0610081",1493,342,411,14,8
"0610082",1494,146,453,8,14
"0610083",1495,310,420,22,11
"0610084",1496,500,325,11,6
"0610085",1497,593,429,21,10
"0610086",1498,84,235,8,5
"0610087",1499,392,350,14,5
"0610088",1500,233,378,16,6
"0610089",1501,184,153,8,1
"0610090",1502,69,82,7,2
"0610091",1503,108,173,4,4
"0610092",1504,16,58,2,0
"0610093",1505,38,76,3,0
"0610094",1506,138,247,14,5
"0610095",1507,37,79,3,0
"0610096",1508,745,440,16,10
"0610097",1509,89,189,3,5
"0610098",1510,395,779,35,22
"0610099",1511,44,72,1,0
"0610100",1512,250,407,16,4
"0610101",1513,132,276,13,5
"0631001",1514,644,378,15,5
"0632002",1515,893,317,26,4
"0633003",1516,384,498,10,4
"0634004",1517,722,374,7,3
"0650101",1518,284,62,8,3
"0650102",1519,56,6,0,0
"0650103",1520,211,33,11,1
"0650201",1521,607,79,11,5
"0650301",1522,421,54,6,1
"0650302",1523,165,21,3,2
"0650401",1524,413,62,10,3
"0650402",1525,177,19,5,1
"0670001",1526,1194,606,21,25
"0670002",1527,160,105,2,2
"0670004",1528,346,127,5,4
"0670005",1529,311,143,5,1
"0670006",1530,206,57,4,2
"0670007",1531,748,368,7,6
"0670009",1532,352,226,5,5
"0670011",1533,242,168,3,7
"0670012",1534,311,200,11,6
"0670014",1535,1008,362,9,17
"0670015",1536,199,34,4,0
"0670016",1537,209,86,2,3
"0670017",1538,1296,345,20,9
"0670018",1539,293,39,6,1
"0670019",1540,246,47,4,1
"0670021",1541,129,36,1,1
"067013t",1542,482,434,7,5
"067020e",1543,97,34,1,2
"0690101",1544,154,148,3,1
"0690105",1545,41,26,0,0
"0690201",1546,209,136,6,3
"0690206",1547,72,18,2,1
"0690301",1548,380,126,13,2
"0690307",1549,95,19,1,0
"0690401",1550,88,74,1,1
"0690408",1551,340,35,5,2
"0710001",1552,233,82,5,3
"0710002",1553,258,167,5,0
"0710003",1554,131,116,3,1
"0710004",1555,1613,188,25,10
"0710005",1556,1143,173,32,11
"0710006",1557,682,246,10,6
"0710007",1558,933,264,24,10
"0710008",1559,1449,190,24,9
"0710009",1560,167,29,6,2
"0710010",1561,505,71,10,2
"0710011",1562,892,334,17,6
"0710012",1563,482,239,13,5
"0710013",1564,0,0,0,0
"0710014",1565,319,119,4,2
"0710015",1566,894,326,19,6
"0710016",1567,775,92,11,4
"0710017",1568,303,35,4,2
"0710018",1569,545,78,10,4
"0730012",1570,538,182,11,9
"0730013",1571,534,86,7,5
"0730014",1572,681,139,11,7
"0730015",1573,1363,538,30,6
"0730022",1574,271,118,3,4
"0730023",1575,518,110,9,3
"0730024",1576,752,314,16,10
"0730025",1577,376,131,9,7
"0730026",1578,376,214,1,2
"0730027",1579,458,170,4,6
"0730028",1580,311,61,6,2
"0730032",1581,364,71,2,3
"0730033",1582,607,213,19,5
"0730034",1583,581,95,8,3
"0730035",1584,407,201,5,1
"0730036",1585,740,241,10,5
"0730037",1586,123,112,1,1
"0730038",1587,96,93,4,4
"0730042",1588,143,517,6,1
"0730043",1589,366,242,9,1
"0730044",1590,657,137,10,1
"0730045",1591,278,158,4,3
"0730046",1592,335,97,8,3
"0730047",1593,111,26,2,1
"0730048",1594,284,68,2,1
"0750101",1595,481,106,8,3
"0750201",1596,409,69,5,4
"0750301",1597,251,66,7,1
"0750401",1598,426,93,7,4
"0770001",1599,504,147,15,4
"0770006",1600,189,79,4,0
"0770008",1601,455,128,11,9
"0770009",1602,187,52,6,1
"0770010",1603,143,22,2,0
"0770011",1604,452,86,7,11
"0770012",1605,162,40,4,1
"0770013",1606,74,26,6,0
"0770014",1607,101,18,1,0
"0770015",1608,152,43,4,1
"0770017",1609,497,97,13,4
"0770020",1610,249,32,6,1
"0770024",1611,169,40,3,0
"0770026",1612,127,21,2,1
"0770027",1613,225,64,5,2
"0770032",1614,134,15,1,0
"0790101",1615,153,66,1,1
"0790202",1616,211,53,7,0
"0790303",1617,44,2,1,0
"0790306",1618,138,34,4,0
"0790404",1619,102,69,4,3
"0810001",1620,328,44,7,4
"0810002",1621,285,47,2,2
"0810003",1622,268,50,9,3
"0810004a",1623,258,62,9,2
"0810004b",1624,6,1,0,0
"0830001",1625,712,115,10,6
"0830002",1626,518,129,7,4
"0830003",1627,580,110,13,8
"0830004",1628,806,115,15,9
"083002e",1629,188,39,1,0
"0850001",1630,806,545,40,12
"0850002",1631,1044,791,54,18
"0850003",1632,134,506,8,5
"0850004",1633,418,132,8,5
"0850005",1634,650,234,25,7
"0850006",1635,490,288,25,4
"0850007",1636,834,543,26,8
"0850008",1637,949,267,44,13
"0850009",1638,436,160,16,4
"0850010",1639,287,74,7,4
"0850011",1640,1261,410,31,11
"0850012",1641,1022,339,29,6
"0850013",1642,241,51,9,0
"0850014",1643,728,631,40,6
"0850015",1644,546,410,24,7
"0850016",1645,676,177,25,6
"0850017",1646,787,358,35,16
"0850018",1647,319,67,9,4
"0850019",1648,702,289,36,7
"0850020",1649,388,108,12,4
"0850021",1650,1838,1076,81,30
"0850022",1651,1295,292,29,12
"0850023",1652,139,419,8,3
"0850024",1653,717,722,53,9
"0850025",1654,1147,632,36,13
"0850026",1655,308,185,15,3
"0850027",1656,1080,529,54,8
"0850028",1657,1280,780,46,22
"0850029",1658,69,8,4,0
"0850030",1659,1936,815,69,29
"0850031",1660,975,393,26,6
"0850032",1661,976,502,40,14
"0850033",1662,1315,339,28,12
"0850034",1663,1332,1008,37,20
"0850035",1664,512,145,14,5
"0850036",1665,967,344,27,4
"0850037",1666,761,163,15,9
"0850038",1667,102,50,2,2
"0850039",1668,785,689,49,16
"0850040",1669,1494,554,52,18
"0850041",1670,836,187,26,3
"0850042",1671,368,88,11,5
"0850043",1672,870,580,43,10
"0850044",1673,619,413,38,13
"0850045",1674,906,344,21,4
"0850046",1675,646,629,37,19
"0850047",1676,844,541,48,12
"0850048",1677,1317,735,61,22
"0850049",1678,965,495,27,18
"0850050",1679,444,676,27,15
"0850051",1680,334,349,30,4
"0850052",1681,679,777,41,15
"0850053",1682,952,450,37,5
"0850054",1683,699,727,49,20
"0850055",1684,767,585,57,14
"0850056",1685,906,368,37,8
"0850057",1686,1432,801,53,13
"0850058",1687,1112,804,39,18
"0850059",1688,1466,625,57,13
"0850060",1689,955,241,24,11
"0850061",1690,716,348,15,6
"0850062",1691,848,552,53,13
