CNTYVTD,VTDKEY,AbbottR_22G_Governor,BarriosG_22G_Governor,O'RourkeD_22G_Governor,TippettsL_22G_Governor,Write-InW_22G_Governor
"1211010",2934,1653,4,494,21,2
"1211011",2935,922,1,210,11,0
"1211012",2936,569,1,431,8,0
"1211013",2937,732,6,619,17,0
"1211014",2938,1377,5,1250,15,0
"1211015",2939,428,6,391,8,0
"1211016",2940,1283,1,739,20,0
"1211017",2941,1077,1,755,14,0
"1211018",2942,286,0,304,8,0
"1211019",2943,1025,4,675,17,0
"1211020",2944,793,0,478,10,0
"1211021",2945,1028,5,741,6,2
"1211022",2946,1257,2,1062,26,0
"1211023",2947,987,2,569,13,0
"1211024",2948,1219,5,897,19,2
"1211025",2949,521,0,516,6,0
"1211026",2950,2676,5,1292,24,3
"1211027",2951,151,0,196,8,0
"1211028",2952,60,0,43,1,0
"1211029",2953,6,0,7,0,0
"1211030",2954,2,0,4,0,0
"1211031",2955,546,6,656,15,0
"1211032",2956,1551,2,1089,31,2
"1211033",2957,1057,3,622,13,0
"1211034",2958,333,0,309,4,1
"1211035",2959,1029,7,1132,27,1
"1211036",2960,1052,6,993,9,0
"1211037",2961,426,2,498,2,0
"1211038",2962,303,3,348,8,0
"1211039",2963,226,2,253,0,0
"1211040",2964,240,0,267,2,0
"1211041",2965,1101,5,1082,17,1
"1211042",2966,693,7,647,15,2
"1211043",2967,570,1,671,12,0
"1211044",2968,734,4,656,18,0
"1211045",2969,1493,0,769,32,1
"1211046",2970,337,2,135,6,0
"1211047",2971,803,7,1130,14,0
"1211048",2972,538,3,912,17,0
"1211049",2973,1094,4,1089,27,0
"1211050",2974,176,0,175,3,0
"1211051",2975,571,6,555,8,0
"1211052",2976,541,3,715,12,0
"1211053",2977,51,0,132,3,0
"1211054",2978,699,3,777,17,0
"1211055",2979,403,0,131,6,0
"1211056",2980,403,2,236,15,0
"1211057",2981,180,3,210,8,0
"1211058",2982,611,3,723,19,1
"1211059",2983,776,11,1128,17,1
"1211060",2984,342,6,451,11,0
"1211061",2985,645,4,1027,27,2
"1211062",2986,485,6,888,21,0
"1211063",2987,499,2,554,21,1
"1211064",2988,790,4,1076,14,3
"1211065",2989,205,1,341,10,0
"1211066",2990,49,1,54,0,0
"1212067",2991,495,1,277,9,0
"1212068",2992,1102,5,941,24,1
"1212069",2993,745,4,595,14,1
"1212070",2994,91,0,68,2,0
"1212071",2995,1710,6,911,30,1
"1212072",2996,1212,5,775,32,0
"1212073",2997,1427,6,789,25,0
"1212074",2998,1134,6,435,20,0
"1212075",2999,238,2,132,7,0
"1212076",3000,755,8,741,14,0
"1212077",3001,612,4,762,18,0
"1212078",3002,572,3,499,17,0
"1212079",3003,1789,3,900,29,0
"1212080",3004,642,0,714,11,0
"1212081",3005,908,3,1079,19,0
"1212082",3006,469,2,410,3,0
"1212083",3007,567,1,458,9,0
"1212084",3008,874,14,758,21,0
"1212085",3009,1191,10,912,24,0
"1212086",3010,981,6,709,29,0
"1212087",3011,973,4,1030,23,0
"1212088",3012,602,2,527,17,0
"1212089",3013,1237,1,611,17,2
"1212090",3014,987,6,1021,23,1
"1212091",3015,1711,5,966,21,1
"1212092",3016,664,4,1081,16,2
"1212093",3017,132,0,198,6,0
"1212094",3018,681,1,1177,19,0
"1212095",3019,831,2,699,13,0
"1212096",3020,1344,2,840,21,1
"1212097",3021,1145,7,1210,30,0
"1212098",3022,175,0,187,2,0
"1212099",3023,1249,1,766,22,0
"1212100",3024,368,6,952,18,1
"1212101",3025,343,6,1021,8,1
"1212102",3026,659,6,1274,23,0
"1212103",3027,407,3,639,15,0
"1212104",3028,792,5,880,24,1
"1212105",3029,663,1,669,24,0
"1212106",3030,879,9,1061,25,1
"1212107",3031,1240,7,1156,37,0
"1212108",3032,270,2,397,5,1
"1212109",3033,687,10,1046,19,0
"1212110",3034,571,1,698,13,0
"1212111",3035,1003,9,1226,29,3
"1212112",3036,441,4,450,10,0
"1212113",3037,1102,3,960,16,1
"1212114",3038,469,3,583,19,0
"1213115",3039,453,6,755,9,0
"1213116",3040,908,6,1357,25,1
"1213117",3041,128,2,244,5,0
"1213118",3042,316,2,533,8,1
"1213119",3043,56,0,38,2,0
"1213120",3044,526,6,310,12,0
"1213121",3045,572,3,591,15,0
"1213122",3046,219,3,535,6,0
"1213123",3047,849,7,1243,21,1
"1213124",3048,90,0,42,0,0
"1213125",3049,128,0,125,3,0
"1213126",3050,339,3,564,9,0
"1213127",3051,379,7,937,8,0
"1213128",3052,520,6,651,14,0
"1213129",3053,590,4,594,22,0
"1213130",3054,825,3,1000,29,0
"1213131",3055,1004,6,895,25,0
"1213132",3056,814,5,959,27,1
"1213133",3057,1502,5,1245,34,1
"1213134",3058,614,1,449,12,5
"1213135",3059,1064,6,1110,23,0
"1213136",3060,523,7,506,10,0
"1213137",3061,719,2,693,15,0
"1213138",3062,1291,5,987,25,1
"1213139",3063,1530,8,1015,32,1
"1213140",3064,1517,3,1052,26,2
"1213141",3065,1824,6,782,23,0
"1213142",3066,293,0,99,1,0
"1213143",3067,568,2,433,5,0
"1213144",3068,1193,5,990,29,1
"1213145",3069,1530,5,1136,40,0
"1213146",3070,990,3,676,16,1
"1213147",3071,1573,3,1092,41,0
"1213148",3072,788,4,624,26,0
"1213149",3073,1056,6,681,22,0
"1213150",3074,881,1,608,28,2
"1213151",3075,1359,5,757,19,0
"1213152",3076,913,1,445,29,0
"1213153",3077,1366,6,666,25,0
"1213154",3078,1341,4,648,16,0
"1213155",3079,1665,5,1003,31,2
"1213156",3080,448,0,151,7,0
"1213157",3081,225,0,66,6,0
"1213158",3082,1620,4,827,34,1
"1213159",3083,1349,4,812,35,0
"1213160",3084,1391,2,705,28,0
"1214161",3085,728,8,695,23,0
"1214162a",3086,229,1,170,6,0
"1214162b",3087,46,0,33,1,0
"1214163",3088,680,4,775,15,0
"1214164",3089,1255,5,1049,36,1
"1214165",3090,681,10,1656,17,2
"1214166",3091,330,6,603,12,0
"1214167",3092,457,5,1365,20,1
"1214168",3093,210,8,711,15,2
"1214169",3094,387,5,1210,13,2
"1214170",3095,154,14,1921,22,1
"1214171",3096,40,0,137,1,0
"1214172",3097,82,1,745,7,1
"1214173",3098,2,0,4,0,0
"1214174",3099,75,2,730,7,0
"1214175",3100,21,0,101,0,0
"1214176",3101,905,5,752,26,3
"1214177",3102,73,0,244,1,0
"1214178",3103,343,8,633,10,0
"1214179",3104,1221,5,894,34,0
"1214180",3105,479,3,394,14,1
"1214181",3106,1282,15,1144,32,1
"1214182",3107,64,0,12,0,0
"1214183",3108,296,0,80,3,0
"1214184",3109,1804,2,704,25,0
"1214185",3110,1235,2,374,10,0
"1214186",3111,2042,1,604,20,0
"1214187",3112,170,4,733,10,0
"1214188",3113,2,0,0,0,0
"1214189",3114,221,1,72,5,0
"1214190",3115,1168,7,493,19,0
"1214191",3116,872,3,218,15,0
"1214192",3117,826,2,223,11,0
"1214193",3118,1896,9,448,24,1
"1214194",3119,440,0,54,2,0
"1214195",3120,449,0,103,3,0
"1214196",3121,2200,5,832,26,0
"1214197",3122,784,1,159,9,1
"1214198",3123,1789,3,501,25,0
"1214199",3124,38,0,13,0,0
"1214200",3125,26,0,12,1,0
"1214201",3126,931,0,422,11,0
"1214202",3127,1715,6,767,24,1
"1214203",3128,1497,2,592,13,0
"1214204",3129,1263,2,694,26,0
"1214205a",3130,1550,3,715,19,0
"1214205b",3131,126,0,60,2,0
"1214206",3132,1260,3,454,22,0
"1214207",3133,747,3,183,10,0
"1214208",3134,795,1,316,9,0
"1214209",3135,884,0,431,17,0
"1214210",3136,2249,7,962,39,0
"1214211",3137,2133,4,821,32,1
"1214212",3138,241,1,83,2,0
"1214213",3139,506,6,297,13,0
"1214214",3140,859,3,395,14,1
"1214215",3141,1277,1,637,29,0
"1214216",3142,197,2,157,5,0
"1214217",3143,824,0,374,11,0
"1214218",3144,773,3,338,15,0
"1214219",3145,1728,7,521,26,0
"1214220",3146,1089,1,281,13,0
"1214221",3147,95,0,24,1,0
"1214222",3148,1207,6,745,29,0
"1214223",3149,865,1,448,17,0
"1214224",3150,613,4,340,10,0
"1219100",3151,0,0,0,0,0
"1219101",3152,0,0,0,0,0
"1219102",3153,0,0,0,0,0
"1219200",3154,0,0,0,0,0
"1219201",3155,0,0,0,0,0
"1219202",3156,0,0,0,0,0
"1219203",3157,0,0,0,0,0
"1219204",3158,0,0,0,0,0
"1219300",3159,0,0,0,0,0
"1219301",3160,0,0,0,0,0
"1219302",3161,0,0,0,0,0
"1219303",3162,0,0,0,0,0
"1219304",3163,0,0,0,0,0
"1230101",3164,749,2,148,3,0
"1230102",3165,157,1,165,3,0
"1230201",3166,262,0,36,0,0
"1230202",3167,516,2,84,3,0
"1230203",3168,489,0,50,0,0
"1230301",3169,665,0,68,5,0
"1230302",3170,533,1,66,1,0
"1230303",3171,210,1,37,1,0
"1230401",3172,892,1,168,5,0
"1230402",3173,678,1,56,2,0
"1250001",3174,56,0,4,1,0
"1250002",3175,92,0,13,1,0
"1250003",3176,142,0,24,1,0
"1250004",3177,95,1,20,3,0
"1250005",3178,112,0,13,1,0
"1250006",3179,187,0,24,1,0
"1270001",3180,316,5,420,7,1
"1270002",3181,243,9,405,3,0
"1270003",3182,63,2,86,1,0
"1270004",3183,22,0,29,1,0
"1270005",3184,138,1,358,0,0
"1270006",3185,175,1,278,4,0
"1270007",3186,123,4,181,1,0
"1290101",3187,290,0,21,1,0
"1290201",3188,295,2,41,5,0
"1290301",3189,135,1,2,0,0
"1290303",3190,155,0,19,1,0
"1290401",3191,209,1,14,0,0
"1310001",3192,297,11,523,1,0
"1310002",3193,237,3,414,3,0
"1310003",3194,79,1,157,0,0
"1310004",3195,45,0,26,0,0
"1310005",3196,76,3,107,3,0
"1310006",3197,30,0,51,0,0
"1310007",3198,51,1,20,1,0
"1310008",3199,618,13,401,9,0
"1310009",3200,167,7,319,2,0
"1330001",3201,1211,1,149,9,0
"1330002",3202,177,0,9,1,0
"1330003",3203,635,2,90,4,1
"1330004",3204,204,0,19,2,0
"1330005",3205,313,0,44,1,0
"1330006",3206,190,0,19,0,1
"1330007",3207,1106,2,97,9,0
"1330008",3208,1267,2,177,11,1
"1330009",3209,365,2,30,1,0
"1350101",3210,700,0,172,5,0
"1350102",3211,375,2,141,4,0
"1350103",3212,357,0,73,6,0
"1350104",3213,532,1,136,6,0
"1350108",3214,747,2,98,2,0
"1350109",3215,46,0,3,0,0
"1350110",3216,1065,2,263,13,0
"1350111",3217,478,2,186,7,0
"1350201",3218,1199,2,257,7,0
"1350202",3219,988,1,226,8,0
"1350203",3220,1564,3,315,9,0
"1350204",3221,1174,8,251,18,0
"1350205",3222,655,3,180,9,0
"1350206",3223,437,0,99,4,0
"1350207",3224,914,4,77,11,0
"1350208",3225,1079,3,276,7,0
"1350209",3226,572,0,126,1,0
"1350301",3227,525,1,268,7,0
"1350302",3228,241,0,114,4,0
"1350303",3229,368,3,150,8,0
"1350304",3230,79,2,36,1,0
"1350305",3231,75,3,47,1,0
"1350306",3232,164,3,95,2,0
"1350307",3233,396,2,220,2,0
"1350308",3234,253,1,71,0,0
"1350309",3235,310,2,105,6,1
"1350310",3236,286,1,105,9,1
"1350311",3237,245,0,105,2,1
"1350312",3238,412,1,133,7,0
"1350313",3239,306,0,44,6,0
"1350314",3240,413,1,112,6,0
"1350401",3241,168,3,57,2,0
"1350402",3242,192,4,241,5,0
"1350403",3243,215,4,340,2,0
"1350404",3244,323,2,111,4,0
"1350405",3245,72,1,83,2,0
"1350406",3246,353,2,230,4,0
"1350407",3247,554,2,147,5,0
"1350408",3248,76,0,71,0,0
"1350409",3249,214,3,111,5,0
"1350412",3250,90,1,75,2,0
"1370001",3251,87,0,11,0,0
"1370002",3252,263,0,33,0,0
"1370003",3253,225,0,18,2,0
"1370004",3254,137,0,37,1,0
"1391001",3255,245,1,552,6,0
"1391002",3256,85,0,18,0,0
"1391003",3257,780,4,484,12,5
"1391004",3258,8,0,6,1,0
"1391005",3259,1344,6,688,18,0
"1391006",3260,1137,4,890,17,1
"1391007",3261,819,5,269,9,0
"1391008",3262,46,0,15,2,0
"1391009",3263,1317,4,333,29,0
"1391010",3264,774,6,298,13,2
"1391011",3265,945,8,471,18,0
"1391012",3266,835,5,654,15,3
"1391013",3267,639,3,265,14,1
"1391014",3268,983,2,185,11,0
"1391015",3269,1101,4,307,12,1
"1391016",3270,226,1,282,6,0
"1391017",3271,946,8,405,12,1
"1391018",3272,404,1,393,11,1
"1391019",3273,958,4,290,12,2
"1391020",3274,771,0,184,8,1
"1391021",3275,682,0,144,10,1
"1391022",3276,1048,3,463,13,1
"1391023",3277,0,0,0,0,0
"1391024",3278,688,7,308,16,0
"1391025",3279,939,0,410,16,4
"1391026",3280,814,3,349,14,1
"1391027",3281,1129,2,430,15,1
"1391028",3282,1181,4,316,10,0
"1391029",3283,258,2,52,3,0
"1391030",3284,737,2,213,9,0
"1391031",3285,252,3,89,7,0
"1391032",3286,1836,3,305,20,0
"1391033",3287,1034,1,344,4,0
"1391034",3288,1769,1,611,33,2
"1391035",3289,582,0,207,6,0
"1391036",3290,1334,4,612,25,1
"1391037",3291,783,1,279,16,1
"1391038",3292,1926,4,726,23,0
"1391039",3293,1295,11,441,12,0
"1391040",3294,217,1,33,1,0
"1391041",3295,1334,3,315,19,0
"1391042",3296,197,1,85,2,0
"1391043",3297,1652,5,630,20,2
"1391044",3298,287,0,75,3,1
"1391045",3299,94,0,12,1,0
"1391046",3300,190,0,75,5,0
"1391047",3301,151,1,40,4,0
"1391048",3302,809,7,372,16,1
"1391049",3303,290,2,84,2,0
"1391050",3304,673,6,1075,19,2
"1391051",3305,838,4,775,20,1
"1391052",3306,562,4,828,17,5
"1391053",3307,712,7,557,14,1
"1391054",3308,382,6,1084,8,0
"1391055",3309,1300,1,527,21,2
"1391056",3310,1354,4,404,11,0
"1391057",3311,1140,5,788,8,1
"1391058",3312,399,3,230,8,0
"1391059",3313,333,0,61,5,0
"1410001",3314,237,8,424,7,1
"1410002",3315,295,14,503,5,0
"1410003",3316,477,17,618,12,1
"1410004",3317,298,2,397,3,0
"1410005",3318,479,10,769,10,0
"1410006",3319,716,5,534,10,0
"1410007",3320,580,2,761,18,1
"1410008",3321,903,3,664,8,0
"1410009",3322,724,6,898,15,1
"1410010",3323,399,20,940,5,3
"1410011",3324,514,14,1013,12,3
"1410012",3325,650,4,800,15,0
"1410013",3326,553,4,835,15,1
"1410014",3327,846,8,1039,18,2
"1410015",3328,676,3,761,6,3
"1410016",3329,463,10,1002,16,0
"1410017",3330,379,5,486,5,0
"1410018",3331,824,4,842,9,2
"1410019",3332,518,10,948,17,0
"1410020",3333,205,4,340,8,1
"1410021",3334,593,5,643,13,1
"1410022",3335,415,3,745,7,1
"1410023",3336,324,7,415,8,2
"1410024",3337,714,6,924,22,5
"1410025",3338,496,4,775,8,2
"1410026",3339,300,7,512,4,0
"1410027",3340,224,5,532,9,0
"1410028",3341,30,2,86,0,0
"1410029",3342,251,6,726,10,3
"1410030",3343,8,1,45,2,0
"1410031",3344,137,5,398,3,0
"1410032",3345,254,7,562,5,2
"1410033",3346,320,0,814,3,2
"1410034",3347,43,0,157,0,0
"1410035",3348,314,5,720,14,0
"1410036",3349,121,8,594,5,0
"1410037",3350,116,7,375,5,1
"1410038",3351,138,7,548,6,1
"1410039",3352,44,1,120,2,0
"1410040",3353,44,1,244,1,0
"1410041",3354,53,3,245,5,2
"1410042",3355,87,6,290,4,0
"1410043",3356,526,2,510,15,3
"1410044",3357,487,9,630,6,0
"1410045",3358,512,6,822,14,0
"1410046",3359,164,10,272,7,0
"1410047",3360,518,8,595,8,1
"1410048",3361,185,4,428,7,0
"1410049",3362,256,4,334,6,0
"1410050",3363,254,6,470,6,1
"1410051",3364,403,8,476,8,0
"1410052",3365,276,4,426,6,0
"1410053",3366,346,6,605,7,1
"1410054",3367,253,7,414,13,1
"1410055",3368,448,9,567,8,1
"1410056",3369,391,11,475,7,0
"1410057",3370,210,5,288,3,0
"1410058",3371,278,8,326,8,0
"1410059",3372,269,10,475,9,1
"1410060",3373,567,7,564,13,0
"1410061",3374,270,2,365,7,0
"1410062",3375,102,4,238,3,0
"1410063",3376,209,9,492,7,0
"1410064",3377,203,8,498,4,0
"1410065",3378,50,1,77,4,0
"1410066",3379,213,9,501,7,0
"1410067",3380,205,4,498,6,1
"1410068",3381,52,1,162,4,0
"1410069",3382,358,13,888,15,0
"1410070",3383,216,9,696,10,0
"1410071",3384,168,8,614,8,0
"1410072",3385,111,4,341,8,0
"1410073",3386,97,6,348,1,0
"1410074",3387,139,11,481,8,0
"1410075",3388,209,6,491,5,0
"1410076",3389,115,6,284,6,0
"1410077",3390,187,6,557,6,0
"1410078",3391,137,7,302,5,0
"1410079",3392,30,1,122,0,0
"1410080",3393,53,6,280,3,0
"1410081",3394,22,2,56,0,0
"1410082",3395,130,8,453,5,0
"1410083",3396,67,2,268,4,0
"1410084",3397,122,12,479,3,0
"1410085",3398,77,5,311,11,1
"1410086",3399,3,0,2,0,0
"1410087",3400,1,0,1,0,0
"1410088",3401,88,2,76,1,0
"1410089",3402,289,7,707,8,0
"1410090",3403,316,4,554,10,0
"1410091",3404,119,0,279,7,0
"1410092",3405,510,6,872,9,0
"1410093",3406,194,4,397,8,0
"1410094",3407,373,7,705,11,1
"1410095",3408,430,6,810,13,0
"1410096",3409,555,7,870,15,1
"1410097",3410,296,3,521,3,0
"1410098",3411,393,7,575,12,3
"1410099",3412,148,4,317,10,0
"1410100",3413,409,11,801,13,0
"1410101",3414,420,5,649,7,0
"1410102",3415,274,12,608,6,0
"1410103",3416,370,2,500,6,0
"1410104",3417,510,7,728,10,2
"1410105",3418,395,8,745,12,0
"1410106",3419,383,6,683,8,2
"1410107",3420,298,5,575,7,1
"1410108",3421,419,5,533,9,2
"1410109",3422,297,5,447,8,0
"1410110",3423,432,13,813,15,0
"1410111",3424,134,2,371,4,0
"1410112",3425,413,12,1057,9,1
"1410113",3426,336,5,663,9,2
"1410114",3427,486,11,1049,8,0
"1410115",3428,360,8,593,7,1
"1410116",3429,549,9,864,18,3
"1410117",3430,389,4,762,13,1
"1410118",3431,329,5,649,11,0
"1410119",3432,320,7,615,9,0
"1410120",3433,353,8,763,6,0
"1410121",3434,220,4,577,9,0
"1410122",3435,367,6,935,7,0
"1410123",3436,281,7,732,4,0
"1410124",3437,273,4,679,8,0
"1410125",3438,457,12,923,12,1
"1410126",3439,695,10,1259,10,0
"1410127",3440,46,1,53,1,0
"1410128",3441,557,3,772,14,0
"1410129",3442,498,11,908,18,2
"1410130",3443,507,7,939,6,0
"1410131",3444,384,5,733,8,0
"1410132",3445,28,0,71,1,0
"1410133",3446,175,9,591,7,0
"1410134",3447,151,3,259,7,0
"1410135",3448,153,10,483,6,0
"1410136",3449,109,1,359,8,0
"1410137",3450,112,8,388,3,0
"1410138",3451,112,7,450,5,0
"1410139",3452,196,4,460,8,1
"1410140",3453,107,5,335,2,0
"1410141",3454,106,5,289,6,1
"1410142",3455,65,4,222,4,1
"1410143",3456,168,5,608,11,0
"1410144",3457,194,10,591,9,0
"1410145",3458,184,2,549,5,0
"1410146",3459,91,1,304,2,0
"1410147",3460,146,8,346,1,0
"1410148",3461,192,8,532,4,0
"1410149",3462,212,8,571,6,0
"1410150",3463,112,6,400,3,0
"1410151",3464,127,12,409,9,0
"1410152",3465,132,8,394,2,0
"1410153",3466,186,9,562,6,0
"1410154",3467,161,5,510,4,0
"1410155",3468,75,3,184,1,0
"1410156",3469,117,4,336,7,0
"1410157",3470,24,1,103,1,0
"1410158",3471,338,2,382,1,1
"1410159",3472,103,5,231,3,0
"1410160",3473,223,12,575,7,0
"1410161",3474,111,7,221,2,0
"1410162",3475,221,10,697,7,2
"1410163",3476,211,6,431,4,0
"1410164",3477,277,3,649,7,0
"1410165",3478,234,5,624,4,1
"1410166",3479,448,5,447,9,0
"1410167",3480,224,9,603,5,1
"1410168",3481,26,1,47,0,0
"1410169",3482,169,6,366,8,1
"1410170",3483,477,8,559,13,1
"1410171",3484,180,5,393,9,0
"1410172",3485,358,18,708,18,0
"1410173",3486,120,1,230,2,0
"1410174",3487,5,0,7,0,0
"1410175",3488,22,3,68,0,0
"1410176",3489,186,2,319,3,0
"1410177",3490,115,0,143,0,0
"1410178",3491,173,6,201,7,0
"1410179",3492,33,1,96,0,1
"1410180",3493,107,4,359,1,0
"1410181",3494,702,11,913,27,1
"1410182",3495,300,6,575,5,0
"1410183",3496,0,0,0,0,0
"1410184",3497,0,0,0,0,0
"1410185",3498,143,0,189,0,0
"1410186",3499,101,2,185,4,0
"1410187",3500,0,0,0,0,0
"1410188",3501,19,0,21,0,0
"1410189",3502,9,0,11,0,0
"1410190",3503,11,0,23,0,0
"1410191",3504,31,1,60,0,0
"1410192",3505,924,12,1113,20,3
"1410193",3506,454,8,688,12,1
"1410194",3507,413,4,575,7,1
"1410195",3508,473,11,621,14,4
"1410196",3509,305,10,577,10,0
"1410197",3510,332,4,755,7,0
"1410198",3511,274,4,550,7,1
"1410199",3512,295,1,295,4,0
"1410200",3513,76,1,103,4,0
"1410201",3514,399,4,668,14,0
"1410202",3515,423,5,634,11,0
"1410203",3516,899,13,1410,20,2
"1410204",3517,292,6,446,6,0
"1410205",3518,287,7,578,7,2
"1410206",3519,46,0,120,1,0
"1410207",3520,122,3,334,2,0
"1410208",3521,79,6,207,2,0
"1410209a",3522,53,2,62,3,0
"1410209b",3523,0,0,0,0,0
"1410210",3524,0,0,0,0,0
"1410211a",3525,0,0,0,0,0
"1410211b",3526,0,0,0,0,0
"1410212",3527,144,1,272,2,0
"1410213",3528,8,0,21,0,0
"1410214",3529,0,0,0,0,0
"1410215",3530,463,12,772,7,0
"1410216",3531,7,0,0,0,0
"1410217",3532,28,1,96,0,0
"1410218",3533,10,0,9,0,0
"1410219",3534,68,3,222,1,0
"1410220",3535,64,4,199,6,0
"1410221",3536,0,0,3,0,0
"1430010",3537,334,4,98,4,2
"1430011",3538,167,2,75,4,1
"1430012",3539,647,1,121,11,2
"1430018",3540,964,4,124,10,0
"1430019",3541,696,2,88,8,0
"1430020",3542,530,2,91,7,0
"1430021",3543,674,1,102,4,1
"1430023",3544,240,0,48,1,0
"1430024",3545,622,0,156,11,0
"1430025",3546,426,1,33,1,0
"1430030",3547,359,0,37,4,0
"1430031",3548,712,3,98,3,0
"1430032",3549,763,9,131,12,2
"1430033",3550,232,2,126,4,0
"1430034",3551,845,2,122,13,1
"1430035",3552,20,1,20,1,0
"1430041",3553,487,4,53,1,0
"1430044",3554,1246,3,135,7,2
"1430045",3555,527,1,183,14,1
"1430046",3556,270,4,81,6,0
"1430047",3557,195,1,54,7,0
"1450101",3558,126,1,104,2,0
"1450102",3559,290,1,142,7,0
"1450103",3560,380,0,46,3,0
"1450201",3561,320,1,47,3,0
"1450202",3562,160,1,259,2,0
"1450203",3563,37,1,143,2,0
"1450301",3564,352,1,79,5,0
"1450302",3565,477,0,119,8,0
"1450303",3566,298,0,21,0,0
"1450401",3567,311,0,19,1,0
"1450402",3568,417,1,96,7,0
"1450403",3569,312,2,93,6,0
"1470001",3570,560,5,132,8,0
"1470002",3571,658,2,88,5,0
"1470003",3572,214,0,81,1,0
"1470004",3573,614,2,178,9,0
"1470005",3574,329,1,52,2,0
"1470006",3575,387,1,60,1,0
"1470007",3576,234,1,41,3,0
"1470009",3577,520,0,52,7,0
"1470010",3578,1291,6,239,11,0
"1470011",3579,1214,5,186,12,0
"1470012",3580,613,0,65,2,0
"1470013",3581,196,0,38,2,0
"1470015",3582,460,1,55,4,1
"1470016",3583,176,1,18,5,0
"1470017",3584,407,0,66,7,0
"1470018",3585,1055,3,261,14,1
"1470019",3586,739,2,208,14,1
"1490110",3587,568,0,92,10,0
"1490112",3588,573,1,100,6,1
"1490204",3589,824,0,132,7,0
"1490207",3590,1038,1,207,7,1
"1490315",3591,390,1,63,4,0
"1490316",3592,976,4,207,9,0
"1490422",3593,408,2,61,1,0
"1490423",3594,478,1,79,5,1
"1490425",3595,1152,3,241,13,2
"149101n",3596,788,3,247,8,0
"149201e",3597,628,2,120,5,1
"149301w",3598,826,1,199,6,2
"1510001",3599,314,2,41,3,0
"1510004",3600,321,1,49,2,0
"1510010a",3601,249,0,60,5,0
"1510010b",3602,0,0,0,0,0
"1510012",3603,288,2,60,4,0
"1530001",3604,458,0,57,5,1
"1530002",3605,403,1,39,1,0
"1530003",3606,173,0,45,2,0
"1530004",3607,216,3,60,4,0
"1550101",3608,91,0,17,4,0
"1550201",3609,143,1,21,1,0
"1550301",3610,107,1,14,1,0
"1550401",3611,111,0,17,0,0
"1571004",3612,1261,6,712,22,0
"1571005",3613,897,1,281,10,2
"1571006",3614,4822,17,2562,89,8
"1571008",3615,429,7,109,6,1
"1571013",3616,652,6,509,16,0
"1571014",3617,2374,7,1315,36,1
"1571019",3618,483,2,129,5,3
"1571038",3619,1719,14,1265,32,0
"1571041",3620,845,1,333,12,2
"1571054",3621,119,1,57,2,0
"1571057",3622,1790,12,1314,32,3
"1571063",3623,1379,8,573,17,1
"1571103",3624,2101,12,1217,44,4
"1571104",3625,2061,4,1348,45,3
"1571122",3626,1461,7,847,30,0
"1571130",3627,1590,8,1100,43,1
"1571132",3628,1444,7,1250,36,3
"1571133",3629,1376,3,826,28,1
"1571142",3630,1238,6,1049,26,1
"1571143",3631,2013,12,1552,37,3
"1571144",3632,1554,6,981,27,1
"1571145",3633,810,3,638,14,0
"1571146",3634,1786,13,1508,34,4
"1571148a",3635,3982,18,2459,57,9
"1571148b",3636,0,0,0,0,0
"1571149",3637,3367,7,802,41,1
"1571156",3638,1109,8,392,12,2
"1571159",3639,728,4,651,10,0
"1571160",3640,582,6,582,12,4
"1571165",3641,1400,4,490,25,2
"1572003",3642,161,14,703,11,0
"1572007",3643,2235,18,2548,55,2
"1572009",3644,1417,6,749,24,1
"1572010",3645,1756,8,368,20,2
"1572017",3646,83,14,980,12,0
"1572018",3647,997,4,220,7,0
"1572021",3648,404,2,50,5,0
"1572023",3649,111,11,675,5,0
"1572028",3650,597,3,760,15,4
"1572030",3651,860,4,812,12,0
"1572031",3652,89,8,1032,10,0
"1572033",3653,162,3,432,8,0
"1572034",3654,159,13,1895,16,0
"1572036",3655,27,7,436,9,0
"1572050",3656,80,13,1325,9,0
"1572051",3657,61,7,984,6,0
"1572052",3658,57,13,949,4,0
"1572055",3659,32,2,430,2,0
"1572056",3660,77,3,159,0,0
"1572058",3661,172,9,959,12,1
"1572059",3662,87,11,911,9,0
"1572061",3663,1157,7,1551,25,0
"1572068",3664,269,1,16,2,0
"1572070",3665,285,5,437,8,0
"1572075",3666,83,8,740,13,0
"1572077",3667,143,17,873,15,2
"1572081",3668,155,4,403,8,0
"1572085",3669,812,2,683,21,0
"1572087",3670,760,10,485,17,2
"1572088",3671,141,5,490,7,0
"1572089",3672,32,8,604,5,0
"1572090",3673,218,2,225,3,0
"1572091",3674,110,1,218,5,0
"1572094",3675,0,0,1,0,0
"1572097",3676,1357,2,1445,37,2
"1572108",3677,917,22,2679,38,0
"1572109",3678,267,2,277,2,0
"1572114",3679,170,12,1625,13,2
"1572115",3680,215,6,672,8,3
"1572116",3681,74,7,916,8,1
"1572118",3682,2277,6,2608,43,4
"1572120",3683,1224,4,656,31,1
"1572123",3684,45,8,724,2,0
"1572128",3685,1421,4,649,24,2
"1572134",3686,481,16,1555,17,2
"1572136",3687,88,0,306,3,0
"1572151",3688,530,13,972,15,0
"1572152",3689,590,6,334,4,0
"1572153",3690,58,8,847,7,0
"1572161",3691,343,0,68,4,0
"1572171",3692,587,6,751,6,2
"1573011",3693,493,3,396,13,1
"1573016",3694,833,5,881,14,2
