FIPSCode,FIPS_2Digit,State,JurisdictionName,D1a,D1Comments,D2a,D2b,D2c,D2d_Other,D2d,D2e,D2f,D2g_Other,D2g,D2Comments,D3a,D3Comments,D4a,D4b,D4c,D4d,D4e,D4f,D4Comments,D5,D5Comments,string_field_27,int64_field_28,int64_field_29,string_field_30
500700000,5,AR,BENTON COUNTY,94, ,64,54,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,10,-999999: Data Not Available, ,-999999: Data Not Available, ,478, ,-999999: Data Not Available,12,7,162,228,69, ,2, ,,,,
504500000,5,AR,FAULKNER COUNTY,50, ,30,24,0,-999999: Data Not Available,-999999: Data Not Available,5,1, ,-999999: Data Not Available, ,212, ,-999999: Data Not Available,21,15,60,64,52, ,2, ,,,,
509100000,5,AR,MILLER COUNTY,19, ,21,18,0,-999999: Data Not Available,-999999: Data Not Available,3,0, ,-999999: Data Not Available, ,94, ,0,0,12,29,32,21, ,2, ,,,,
509500000,5,AR,MONROE COUNTY,16, ,13,12,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,COUNTY CLERK'S OFFICE,1, ,69, ,0,0,2,35,27,5, ,-8888888, ,,,,
501100000,5,AR,BRADLEY COUNTY,14, ,15,14,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,62, ,-999999: Data Not Available,1,7,12,10,32, ,-8888888, ,,,,
501500000,5,AR,CARROLL COUNTY,21, ,8,6,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,2, ,-999999: Data Not Available, ,86, ,-999999: Data Not Available,1,3,17,36,29, ,-8888888, ,,,,
501700000,5,AR,CHICOT COUNTY,15, ,4,3,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,55, ,0,1,4,7,18,25, ,5, ,,,,
505500000,5,AR,GREENE COUNTY,38, ,16,15,0,-999999: Data Not Available,-999999: Data Not Available,0,1, ,-999999: Data Not Available, ,90, ,0,1,8,14,34,33, ,-8888888, ,,,,
506100000,5,AR,HOWARD COUNTY,35, ,15,13,1,-999999: Data Not Available,-999999: Data Not Available,1,0, ,-999999: Data Not Available, ,53, ,0,1,1,11,23,17, ,2, ,,,,
507100000,5,AR,JOHNSON COUNTY,22, ,18,17,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,110, ,-999999: Data Not Available,1,3,18,21,67, ,4, ,,,,
508700000,5,AR,MADISON COUNTY,22, ,21,20,0,-999999: Data Not Available,0,0,1, ,0, ,80, ,0,1,5,19,27,28, ,-8888888, ,,,,
510900000,5,AR,PIKE COUNTY,11, ,9,7,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,1, ,-999999: Data Not Available, ,66, ,0,1,9,17,22,17, ,2, ,,,,
502700000,5,AR,COLUMBIA COUNTY,14, ,7,6,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,53, ,0,2,4,8,18,21, ,2, ,,,,
504100000,5,AR,DESHA COUNTY,23, ,11,8,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,2,1, ,-999999: Data Not Available, ,65, ,-999999: Data Not Available,2,-999999: Data Not Available,1,51,11, ,5, ,,,,
506300000,5,AR,INDEPENDENCE COUNTY,34, ,16,14,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,2,-999999: Data Not Available, ,-999999: Data Not Available, ,102, ,0,2,6,26,27,41, ,2,OUR EXPERIENCED WORKERS ARE AGING AND GETTING TIRED OF THE CONTINUING MORE COMPLICATED PROCESS OF HOLDING ELECTIONS.  YOUNGER WORKERS ARE DIFFICULT TO GET BECAUSE OF WORK AND FAMILY DUTIED.,,,,
506700000,5,AR,JACKSON COUNTY,13, ,14,13,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,62, ,0,2,0,3,53,4, ,-8888888, ,,,,
507300000,5,AR,LAFAYETTE COUNTY,25, ,7,6,0,-999999: Data Not Available,-999999: Data Not Available,0,1, ,-999999: Data Not Available, ,35, ,-999999: Data Not Available,2,-999999: Data Not Available,13,14,6, ,2,POLL WORKERS WOULD CALL IN SICK AT THE LAST MINUTE.,,,,
501900000,5,AR,CLARK COUNTY,17, ,15,14,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,140, ,0,3,6,9,79,43, ,-8888888, ,,,,
512100000,5,AR,RANDOLPH COUNTY,29, ,16,15,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,91, ,3,3,16,13,29,27,D4A. - ELECTION PAGES,-8888888, ,,,,
514100000,5,AR,VAN BUREN COUNTY,21, ,22,21,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,127, ,-999999: Data Not Available,3,2,27,42,53, ,5, ,,,,
513300000,5,AR,SEVIER COUNTY,17, ,10,9,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,46, ,-999999: Data Not Available,4,24,1,9,8, ,1, ,,,,
514700000,5,AR,WOODRUFF COUNTY,20, ,24,11,1,-999999: Data Not Available,-999999: Data Not Available,11,1, ,-999999: Data Not Available, ,62, ,0,4,0,38,11,9, ,5, ,,,,
504700000,5,AR,FRANKLIN COUNTY,38, ,15,13,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,2, ,-999999: Data Not Available, ,88, ,-999999: Data Not Available,5,2,18,25,38, ,2, ,,,,
507900000,5,AR,LINCOLN COUNTY,26, ,14,13,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,69, ,-999999: Data Not Available,5,2,13,40,9, ,2, ,,,,
500300000,5,AR,ASHLEY COUNTY,26, ,14,12,1,-999999: Data Not Available,-999999: Data Not Available,0,1, ,0, ,92, ,-999999: Data Not Available,6,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,1, ,,,,
500900000,5,AR,BOONE COUNTY,61, ,16,14,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,83, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, ,,,,
502100000,5,AR,CLAY COUNTY,17, ,16,14,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,2, ,-999999: Data Not Available, ,77, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,MOST POLLWORKERS WERE 50 PLUS YEARS OLD.,-8888888, ,,,,
502300000,5,AR,CLEBURNE COUNTY,35, ,27,26,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,134, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,4, ,,,,
502500000,5,AR,CLEVELAND COUNTY,17, ,15,14,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,62, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-8888888, ,,,,
502900000,5,AR,CONWAY COUNTY,31, ,24,23,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,124, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-8888888, ,,,,
503100000,5,AR,CRAIGHEAD COUNTY,53, ,25,23,0,-999999: Data Not Available,-999999: Data Not Available,1,1, ,-999999: Data Not Available, ,155, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-8888888, ,,,,
503300000,5,AR,CRAWFORD COUNTY,43, ,35,32,1,-999999: Data Not Available,1,1,-999999: Data Not Available, ,-999999: Data Not Available, ,161, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, ,,,,
503500000,5,AR,CRITTENDEN COUNTY,25, ,26,25,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,157, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, ,,,,
504900000,5,AR,FULTON COUNTY,12, ,14,12,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,1, ,-999999: Data Not Available, ,60, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-8888888, ,,,,
505100000,5,AR,GARLAND COUNTY,56,56 REPORTING PRECINCTS WITH 184 PRECINCT SPLITS,27,23,1,-999999: Data Not Available,0,2,1, ,0,PLUS ABSENTEE COUNTING AT COUNTY CLERK'S OFFICE.,213, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2,TRAINING SHOULD BE SCHEDULED CLOSER TO ELECTION.,,,,
505300000,5,AR,GRANT COUNTY,18, ,19,18,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,84, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-8888888, ,,,,
505700000,5,AR,HEMPSTEAD COUNTY,24, ,16,15,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,95, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,"NO METHOD FOR TRACKING WORKERS BY AGE, HOWEVER, THE MAJORITY ARE RETIRED, OLDER INDIVIDUALS.",2, ,,,,
505900000,5,AR,HOT SPRING COUNTY,31, ,28,24,2,-999999: Data Not Available,-999999: Data Not Available,1,1, ,-999999: Data Not Available, ,130, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,1, ,,,,
506500000,5,AR,IZARD COUNTY,47, ,14,12,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,2,-999999: Data Not Available, ,-999999: Data Not Available, ,82, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, ,,,,
506900000,5,AR,JEFFERSON COUNTY,201, ,41,40,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,253, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-8888888, ,,,,
507500000,5,AR,LAWRENCE COUNTY,28, ,14,13,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,92, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, ,,,,
507700000,5,AR,LEE COUNTY,9, ,4,3,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,23, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, ,,,,
508100000,5,AR,LITTLE RIVER COUNTY,20, ,16,15,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,64, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, ,,,,
508300000,5,AR,LOGAN COUNTY,36, ,21,19,0,-999999: Data Not Available,0,0,2, ,0, ,118, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, ,,,,
508900000,5,AR,MARION COUNTY,31, ,17,16,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,74, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, ,,,,
509700000,5,AR,MONTGOMERY COUNTY,16, ,7,6,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,46, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, ,,,,
510300000,5,AR,OUACHITA COUNTY,62, ,21,20,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,102, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,1, ,,,,
510500000,5,AR,PERRY COUNTY,17, ,17,17,1,-999999: Data Not Available,-999999: Data Not Available,17,1, ,-999999: Data Not Available, ,75, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,1, ,,,,
510700000,5,AR,PHILLIPS COUNTY,-999999: Data Not Available, ,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available, ,71, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,4, ,,,,
511500000,5,AR,POPE COUNTY,55, ,9,7,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,40, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-8888888, ,,,,
511700000,5,AR,PRAIRIE COUNTY,24, ,24,22,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,2, ,-999999: Data Not Available, ,92, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-8888888, ,,,,
511900000,5,AR,PULASKI COUNTY,137, ,120,111,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,8,1, ,-999999: Data Not Available, ,939, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-8888888, ,,,,
512500000,5,AR,SALINE COUNTY,42, ,39,35,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,4,-999999: Data Not Available, ,-999999: Data Not Available, ,336, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2,HARDER TO FIND POLLWORKERS SINCE MOST PEOPLE WORK - RELY HEAVILY ON RETIRED VOTERS. EXISTING POLLWORKERS AGING.,,,,
512700000,5,AR,SCOTT COUNTY,26, ,27,26,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,125, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,1, ,,,,
512900000,5,AR,SEARCY COUNTY,15, ,10,9,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,45, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,4, ,,,,
513100000,5,AR,SEBASTIAN COUNTY,111, ,42,36,1,-999999: Data Not Available,-999999: Data Not Available,4,1, ,-999999: Data Not Available, ,250, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, ,,,,
513500000,5,AR,SHARP COUNTY,26, ,19,18,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,86, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, ,,,,
